	station_id_igra	station_name	latitude	longitude	station_id
895	ICM00004089	EGILSSTADIR	65.2833	-14.4	04089
896	ICXUAE05424	AKUREYRI	65.7	-18.0	05424
897	ICXUAE05425	REYKJAVIK	64.13	-21.9	05425
898	IDM00096009	LHOKSEUMAWE/MALIKUSSALEH	5.1833	97.1333	96009
899	IDM00096011	BANDA ACEH/BLANG BINTANG	5.5167	95.4167	96011
900	IDM00096015	MEULABOH/CUT NYAK DHIEN	4.25	96.1167	96015
901	IDM00096035	KUALANAMU MEDAN	3.6403	98.8786	96035
902	IDM00096073	SIBOLGA/PINANGSORI	1.55	98.8833	96073
903	IDM00096075	GUNUNG SITOLI/BINAKA	1.2667	97.6	96075
904	IDM00096091	TANJUNG PINANG/KIJANG	0.9167	104.5333	96091
905	IDM00096109	PEKAN BARU/SIMPANGTIGA	0.4667	101.45	96109
906	IDM00096145	TAREMPA	3.2	106.25	96145
907	IDM00096147	RANAI	3.95	108.3833	96147
908	IDM00096163	MIA PADANG	-0.7883	100.2808	96163
909	IDM00096171	RENGAT/JAPURA	-0.3333	102.3167	96171
910	IDM00096179	SINGKEP/DABO	-0.4833	104.5833	96179
911	IDM00096195	JAMBI/SULTAN TAHA	-1.6333	103.65	96195
912	IDM00096207	KERINCI/DEPATI PARBO	-2.0939	101.4698	96207
913	IDM00096221	PALEMBANG/ST. M. BADARUDIN II	-2.9	104.7	96221
914	IDM00096237	PANGKAL PINANG	-2.1667	106.1333	96237
915	IDM00096249	TANJUNG PANDAN/BULUH TUMBANG	-2.75	107.75	96249
916	IDM00096253	BENGKULU/PADANG KEMILING	-3.8833	102.3333	96253
917	IDM00096273	MENGGALA/ASTRA KSET	-4.45	105.183	96273
918	IDM00096295	TANJUNG KARANG/RADIN INTEN II	-5.1	105.1833	96295
919	IDM00096509	TARAKAN/JUWATA	3.3333	117.5667	96509
920	IDM00096529	TANJUNG REDEP/KALIMARAU	2.1167	117.45	96529
921	IDM00096535	PALOH	1.7667	109.3	96535
922	IDM00096565	PUTUSSIBAU/PAGSUMA	0.8833	112.9333	96565
923	IDM00096581	PONTIANAK/SUPADIO	-0.15	109.4	96581
924	IDM00096595	MUARA TEWEH/BERINGIN	-0.95	114.9	96595
925	IDM00096607	SAMARINDA/TEMINDUNG	-0.4844	117.1569	96607
926	IDM00096633	BALIKPAPAN/SEPINGGAN	-1.2667	116.9	96633
927	IDM00096645	PANGKALAN BUN/ISKANDAR	-2.7	111.7	96645
928	IDM00096655	PALANGKA RAYA/TJILIK RIWUT	-2.225	113.9428	96655
929	IDM00096685	BANJARMASIN/SYAMSUDIN NOOR	-3.4333	114.75	96685
930	IDM00096737	SERANG	-6.1167	106.1333	96737
931	IDM00096739	CURUG/BUDIARTO	-6.2333	106.65	96739
932	IDM00096749	JAKARTA/SOEKARNO-HATTA	-6.1167	106.65	96749
933	IDM00096773	KALIJATI	-6.55	107.667	96773
934	IDM00096781	BANDUNG/HUSEIN	-6.9	107.583	96781
935	IDM00096791	CIREBON/JATIWANGI	-6.75	108.2667	96791
936	IDM00096797	TEGAL	-6.85	109.15	96797
937	IDM00096801	CIBEUREM/TASIK(AFB)	-7.333	108.25	96801
938	IDM00096805	CILACAP	-7.7333	109.0167	96805
939	IDM00096839	SEMARANG/AHMAD YANI	-6.9833	110.3833	96839
940	IDM00096845	SURAKARTA/ADISUMARM	-7.5167	110.75	96845
941	IDM00096853	ADISUCIPTO/JOGYAKAR	-7.783	110.433	96853
942	IDM00096881	MADIUN/ISWAHYUD AFB	-7.617	111.517	96881
943	IDM00096925	SANGKAPURA (BAWEAN IS.)	-5.85	112.6333	96925
944	IDM00096935	JUANDA SURABAYA	-7.3772	112.7939	96935
945	IDM00096947	MALANG/ABDUL (AFB)	-7.967	112.7	96947
946	IDM00096973	KALIANGET (MADURA IS)	-7.05	113.9667	96973
947	IDM00096987	BANYUWANGI	-8.2167	114.3833	96987
948	IDM00097008	NAHA/TAHUNA	3.5833	125.4667	97008
949	IDM00097014	MENADO/ SAM RATULANGI	1.5333	124.9167	97014
950	IDM00097028	TOLI-TOLI/LALOS	1.0167	120.8	97028
951	IDM00097048	GORONTALO/JALALUDDIN	0.5167	123.0667	97048
952	IDM00097072	PALU/MUTIARA	-0.6833	119.7333	97072
953	IDM00097086	LUWUK/BUBUNG	-1.0405	122.7709	97086
954	IDM00097096	POSO/KASIGUNCU	-1.3833	120.7333	97096
955	IDM00097120	MAJENE	-3.5	119.0	97120
956	IDM00097146	KENDARI/WOLTER MONG	-4.1	122.433	97146
957	IDM00097180	UJUNG PANDANG/HASANUDDIN	-5.0667	119.55	97180
958	IDM00097192	BAU-BAU/BETO AMBARI	-5.4667	122.6167	97192
959	IDM00097230	DENPASAR/NGURAH RAI	-8.75	115.1667	97230
960	IDM00097240	PRAYA LOMBOK	-8.55	116.0833	97240
961	IDM00097260	SUMBAWA BESAR/BRANGBIJI	-8.4333	117.4167	97260
962	IDM00097270	BIMA/M.SALAHUDDIN	-8.55	118.7	97270
963	IDM00097300	MAUMERE/WAI OTI	-8.6333	122.25	97300
964	IDM00097340	WAINGAPU/MAU HAU	-9.6667	120.3333	97340
965	IDM00097372	KUPANG/ELTARI	-10.1667	123.6667	97372
966	IDM00097430	TERNATE/BABULLAH	0.7667	127.3667	97430
967	IDM00097460	LABUHA/OESMAN SADIK	-0.6333	127.5	97460
968	IDM00097502	DEO SORONG	-0.8939	131.2858	97502
969	IDM00097530	MANOKWARI/RENDANI	-0.8833	134.05	97530
970	IDM00097560	BIAK/FRANS KAISIEPO	-1.1833	136.1167	97560
971	IDM00097600	SANANA	-2.0833	126.0	97600
972	IDM00097686	WAMENA	-4.0667	138.95	97686
973	IDM00097690	JAYAPURA/SENTANI	-2.5667	140.4833	97690
974	IDM00097724	AMBON/PATTIMURA	-3.7	128.0833	97724
975	IDM00097748	GESER	-3.8	130.8333	97748
976	IDM00097760	KAIMANA/UTAROM	-3.6667	133.75	97760
977	IDM00097810	TUAL/DUMATUBUN	-5.6833	132.75	97810
978	IDM00097876	TANAH MERAH	-6.1	140.3	97876
979	IDM00097900	SAUMLAKI/OLILIT	-7.9833	131.3	97900
980	IDM00097980	MERAUKE/MOPAH	-8.4667	140.3833	97980
981	INM00042027	SRINAGAR	34.0833	74.8333	42027
982	INM00042056	JAMMU	32.6667	74.8333	42056
983	INM00042071	AMRITSAR	31.6333	74.8667	42071
984	INM00042079	SUNDERNAGAR	31.5333	76.9	42079
985	INM00042101	PATIALA	30.3333	76.4667	42101
986	INM00042103	AMBALA	30.3833	76.7667	42103
987	INM00042111	DEHRADUN	30.3167	78.0333	42111
988	INM00042123	GANGANAGAR	29.9167	73.8833	42123
989	INM00042165	BIKANER	28.0	73.3	42165
990	INM00042170	CHURU	28.25	74.9167	42170
991	INM00042182	NEW DELHI/SAFDARJUNG	28.5833	77.2	42182
992	INM00042189	BAREILLY	28.3667	79.4	42189
993	INM00042260	AGRA	27.15	77.9667	42260
994	INM00042273	BAHRAICH	27.5667	81.6	42273
995	INM00042299	GANGTOK	27.3333	88.6167	42299
996	INM00042314	DIBRUGARH /MOHANBARI	27.4833	95.0167	42314
997	INM00042328	JAISALMER	26.9	70.9167	42328
998	INM00042339	JODHPUR	26.3	73.0167	42339
999	INM00042348	JAIPUR / SANGANER	26.8167	75.8	42348
1000	INM00042361	GWALIOR	26.2333	78.25	42361
1001	INM00042369	LUCKNOW/AMAUSI	26.75	80.8833	42369
1002	INM00042379	GORAKHPUR	26.75	83.3667	42379
1003	INM00042382	RAXAUL	26.983	84.85	42382
1004	INM00042397	SILIGURI	26.6667	88.3667	42397
1005	INM00042399	JALPAIGURI	26.5333	88.7167	42399
1006	INM00042410	GUWAHATI	26.1	91.5833	42410
1007	INM00042416	TEZPUR/BINDUKURI	26.717	92.8	42416
1008	INM00042435	BARMER	25.75	71.3833	42435
1009	INM00042452	KOTA AERODROME	25.15	75.85	42452
1010	INM00042475	ALLAHABAD/BAMHRAULI	25.45	81.733	42475
1011	INM00042492	PATNA	25.6	85.1667	42492
1012	INM00042498	BHAGALPUR	25.2333	86.95	42498
1013	INM00042516	SHILLONG S06 03Z	25.5667	91.8833	42516
1014	INM00042539	DEESA	24.2	72.2	42539
1015	INM00042542	UDAIPUR DABOK	24.6167	73.8833	42542
1016	INM00042543	UDAIPUR	24.583	73.7	42543
1017	INM00042591	GAYA	24.75	84.95	42591
1018	INM00042623	IMPHAL/TULIHAL	24.7667	93.9	42623
1019	INM00042634	BHUJ-RUDRAMATA	23.25	69.8	42634
1020	INM00042647	AHMADABAD	23.0667	72.6333	42647
1021	INM00042667	BHOPAL/BAIRAGHAR	23.2833	77.35	42667
1022	INM00042675	JABALPUR	23.2	79.95	42675
1023	INM00042701	M.O. RANCHI	23.3167	85.3167	42701
1024	INM00042706	BANKURA	23.3833	87.0833	42706
1025	INM00042724	AGARTALA	23.8833	91.25	42724
1026	INM00042734	JAMNAGAR	22.45	70.083	42734
1027	INM00042779	PENDRA ROAD	22.767	81.9	42779
1028	INM00042798	JAMSHEDPUR	22.8167	86.1833	42798
1029	INM00042809	KOLKATA/DUM DUM	22.65	88.45	42809
1030	INM00042840	SURAT	21.2	72.8333	42840
1031	INM00042867	NAGPUR SONEGAON	21.1	79.05	42867
1032	INM00042874	PBO RAIPUR	21.2333	81.65	42874
1033	INM00042886	JHARSIGUDA	21.9167	84.0833	42886
1034	INM00042895	BALASORE	21.5167	86.9333	42895
1035	INM00042909	VERAVAL	20.9	70.367	42909
1036	INM00042970	CUTTACK	20.48	85.87	42970
1037	INM00042971	BHUBANESHWAR	20.25	85.8333	42971
1038	INM00043003	BOMBAY / SANTACRUZ	19.1167	72.85	43003
1039	INM00043014	AURANGABAD CHIKALTHANA AERODRO	19.85	75.4	43014
1040	INM00043041	JAGDALPUR	19.0833	82.0333	43041
1041	INM00043049	GOPALPUR	19.2667	84.8833	43049
1042	INM00043063	PUNE	18.5333	73.85	43063
1043	INM00043110	RATNAGIRI	16.9833	73.3333	43110
1044	INM00043128	HYDERABAD AIRPORT	17.45	78.4667	43128
1045	INM00043150	VISHAKHAPATNAM/WALTAIR	17.6833	83.3	43150
1046	INM00043181	VIJAYAWADA/GANNAVA	16.533	80.8	43181
1047	INM00043185	MACHILIPATNAM/FRANCHPET	16.2	81.15	43185
1048	INM00043192	GOA/PANJIM	15.4833	73.8167	43192
1049	INM00043194	GOA/DABOLIM AIRPORT	15.383	73.817	43194
1050	INM00043201	GADAG	15.4167	75.6333	43201
1051	INM00043237	ANANTAPUR	14.6833	77.6167	43237
1052	INM00043279	CHENNAI/MINAMBAKKAM	13.0	80.1833	43279
1053	INM00043284	MANGALORE/BAJPE	12.917	74.883	43284
1054	INM00043285	MANGALORE/PANAMBUR	12.95	74.8333	43285
1055	INM00043295	BANGALORE	12.9667	77.5833	43295
1056	INM00043311	AMINIDIVI	11.1167	72.7333	43311
1057	INM00043333	PORT BLAIR	11.6667	92.7167	43333
1058	INM00043344	TIRUCHCHIRAPALLI	10.7667	78.7167	43344
1059	INM00043346	KARAIKAL	10.9167	79.8333	43346
1060	INM00043353	COCHIN (IN-NAVY)	9.9333	76.2333	43353
1061	INM00043368	CAR NICOBAR	9.15	92.81	43368
1062	INM00043369	MINICOY	8.3	73.15	43369
1063	INM00043371	THIRUVANANTHAPURAM	8.4833	76.95	43371
1064	INXUAC03369	BARAKPUR	22.77	88.37	03369
1065	INXUAE05431	BHUJ	23.28	69.67	05431
1066	INXUAE05449	KANKROLI/RAJSAMAND	25.05	73.88	05449
1067	INXUAE05454	MALEGAON	20.57	74.53	05454
1068	INXUAE05455	MALIKU	8.28	73.05	05455
1069	INXUAE05457	MANGALORE/MANGALURU	12.98	74.88	05457
1070	INXUAE05462	NEW DEHLI	28.63	77.2	05462
1071	INXUAE05466	SAMBALPUR	21.47	83.98	05466
1072	INXUAE05469	TEZPUR	26.67	92.82	05469
1073	INXUAE05473	VENGURLA	15.85	73.63	05473
1074	INXUAE05784	AJMER	26.45	74.73	05784
1075	INXUAE05786	ALIPORE	22.53	88.4	05786
1076	INXUAE05794	BELLARY	15.15	76.95	05794
1077	INXUAE05796	COLABA	18.9	72.82	05796
1078	INXUAE05798	DARJEELING	27.05	88.3	05798
1079	INXUAE05800	DIAMOND HARBOUR	22.18	88.18	05800
1080	INXUAE05822	PURNEA	25.77	87.52	05822
1081	INXUAE05832	SHIMLA	31.08	77.18	05832
1082	INXUAE05834	SILCHAR	24.83	92.85	05834
1083	INXUAE05840	WALTAIR	17.68	83.35	05840
1084	IOM00061967	DIEGO GARCIA	-7.3	72.4	61967
1085	IRM00040706	TABRIZ	38.0833	46.2833	40706
1086	IRM00040745	MASHHAD	36.2667	59.6333	40745
1087	IRM00040754	TEHRAN-MEHRABAD	35.6833	51.3167	40754
1088	IRM00040766	KERMANSHAH	34.35	47.15	40766
1089	IRM00040800	ESFAHAN	32.5175	51.7061	40800
1090	IRM00040809	BIRJAND	32.8667	59.2	40809
1091	IRM00040811	AHWAZ	31.3333	48.6667	40811
1092	IRM00040821	YAZD	31.9	54.2833	40821
1093	IRM00040841	KERMAN	30.25	56.9667	40841
1094	IRM00040848	SHIRAZ	29.5333	52.6	40848
1095	IRM00040856	ZAHEDAN	29.4667	60.8833	40856
1096	IRM00040875	BANDARABBASS	27.2167	56.3667	40875
1097	ISM00040179	BET DAGAN	32.0	34.8167	40179
1098	ISM00040181	BEER-YA AQOV TO 401790	31.933	34.833	40181
1099	ISM00040186	ASHDOD NORTH	31.8667	34.6833	40186
1100	ISM00040191	BEER-SHEVA	31.233	34.783	40191
1101	ISM00040199	EILAT	29.55	34.95	40199
1102	ITM00016037	AVIANO	46.0303	12.5992	16037
1103	ITM00016044	UDINE/CAMPOFORMIDO	46.0333	13.1833	16044
1104	ITM00016045	UDINE/RIVOLTO RDS	45.9806	13.0592	16045
1105	ITM00016080	MILANO LINATE RDS	45.4614	9.2831	16080
1106	ITM00016113	CUNEO-LEVALDIGI RDS	44.5392	7.6125	16113
1107	ITM00016144	S. PIETRO CAPOFIUME RDS	44.6539	11.6225	16144
1108	ITM00016242	ROMA FIUMICINO	41.8	12.233	16242
1109	ITM00016245	PRATICA DI MARE RDS	41.67	12.4508	16245
1110	ITM00016320	BRINDISI RDS	40.6603	17.9567	16320
1111	ITM00016420	MESSINA	38.2	15.55	16420
1112	ITM00016429	TRAPANI BIRGI RDS	37.9142	12.4914	16429
1113	ITM00016546	DECIMOMANNU RDS	39.3461	8.9675	16546
1114	ITM00016560	CAGLIARI ELMAS	39.2436	9.06	16560
1115	ITXUAC00012	CATANIA	37.47	15.07	00012
1116	ITXUAC00013	MARSALA	37.78	12.45	00013
1117	IVM00065528	ODIENNE	9.5	-7.567	65528
1118	IVM00065536	KORHOGO	9.417	-5.617	65536
1119	IVM00065548	MAN	7.383	-7.517	65548
1120	IVM00065555	BOUAKE	7.733	-5.067	65555
1121	IVM00065578	ABIDJAN	5.25	-3.9333	65578
1122	IVM00065592	TABOU	4.417	-7.367	65592
1123	IZM00040608	MOSUL	36.317	43.15	40608
1124	IZM00040642	RUTBAH	33.033	40.283	40642
1125	IZM00040648	AL HABBANIYAH	33.37	43.57	40648
1126	IZM00040650	BAGHDAD INT. AIRPORT	33.3	44.4	40650
1127	IZM00040676	NASIRIYA	31.017	46.233	40676
1128	IZM00040689	BASRAH-HUSSEN	30.517	47.783	40689
1129	JAM00047401	WAKKANAI	45.415	141.6789	47401
1130	JAM00047412	SAPPORO	43.06	141.3286	47412
1131	JAM00047418	KUSHIRO	42.9531	144.4375	47418
1132	JAM00047420	NEMURO	43.3333	145.5833	47420
1133	JAM00047580	MISAWA AB	40.7053	141.3719	47580
1134	JAM00047582	AKITA	39.7175	140.0992	47582
1135	JAM00047590	SENDAI	38.267	140.9	47590
1136	JAM00047600	WAJIMA	37.3914	136.8953	47600
1137	JAM00047604	NIIGATA	37.917	139.05	47604
1138	JAM00047624	MAEBASHI	36.4	139.067	47624
1139	JAM00047646	TATENO	36.0581	140.1258	47646
1140	JAM00047655	OMAEZAKI	34.6	138.217	47655
1141	JAM00047678	HACHIJOJIMA	33.1217	139.7792	47678
1142	JAM00047681	HAMAMATSU AB	34.7503	137.703	47681
1143	JAM00047684	YOKKAICHI	34.933	136.583	47684
1144	JAM00047688	TATEYAMA AB	34.983	139.833	47688
1145	JAM00047696	YOKOSUKA	35.28	139.67	47696
1146	JAM00047727	SHIMOFUSA AB	35.8	140.017	47727
1147	JAM00047741	MATSUE	35.4572	133.0656	47741
1148	JAM00047744	YONAGO	35.4333	133.35	47744
1149	JAM00047764	IWAKUNI	34.15	132.22	47764
1150	JAM00047772	OSAKA	34.683	135.517	47772
1151	JAM00047778	SHIONOMISAKI	33.4503	135.7572	47778
1152	JAM00047787	OZUKI AB	34.05	131.05	47787
1153	JAM00047807	FUKUOKA	33.5822	130.3764	47807
1154	JAM00047810	SAGA AIRPORT	33.15	130.3	47810
1155	JAM00047827	KAGOSHIMA	31.555	130.5481	47827
1156	JAM00047850	KANOYA AB	31.367	130.833	47850
1157	JAM00047855	NAGASAKI AIRPORT	32.917	129.917	47855
1158	JAM00047881	TOKUSHIMA AB	34.133	134.6	47881
1159	JAM00047884	KOMATSUSHIMA AB	34.0	134.633	47884
1160	JAM00047898	SHIMIZU	32.717	133.017	47898
1161	JAM00047909	NAZE/FUNCHATOGE	28.3942	129.5528	47909
1162	JAM00047918	ISHIGAKIJIMA	24.3367	124.1644	47918
1163	JAM00047931	KADENA AB	26.35	127.75	47931
1164	JAM00047936	NAHA	26.2	127.683	47936
1165	JAM00047938	IEJIMA AUXILIARY AB	26.717	127.783	47938
1166	JAM00047945	MINAMIDAITOJIMA	25.8289	131.2286	47945
1167	JAM00047963	TORISHIMA	30.483	140.3	47963
1168	JAM00047971	CHICHIJIMA	27.0922	142.1914	47971
1169	JAM00047981	IWOTO	24.783	141.333	47981
1170	JAM00047991	MINAMITORISHIMA	24.2883	153.9833	47991
1171	JMM00078397	COOPERS HILL	18.0667	-76.85	78397
1172	JNM00001001	JAN MAYEN	70.9397	-8.6678	01001
1173	JNM00001005	ISFJORD RADIO	78.0667	13.6333	01005
1174	JNM00001020	KINNVIKA STATION	80.05	18.3	01020
1175	JOM00040255	IRBED	32.55	35.85	40255
1176	JOM00040265	MAFRAQ	32.3667	36.25	40265
1177	JOM00040270	AMMAN AIRPORT	31.983	35.983	40270
1178	JOM00040310	MAAN	30.167	35.783	40310
1179	JQM00091275	JOHNSTON IS WSO AP	16.7333	-169.5167	91275
1180	JUM00061970	ILE JUAN DE NOVA	-17.05	42.717	61970
1181	KEM00063612	LODWAR	3.117	35.617	63612
1182	KEM00063619	MOYALE	3.533	39.05	63619
1183	KEM00063624	MANDERA	3.933	41.867	63624
1184	KEM00063641	MARSABIT	2.333	37.983	63641
1185	KEM00063661	KITALE	1.017	35.0	63661
1186	KEM00063671	WAJIR	1.75	40.067	63671
1187	KEM00063686	ELDORET	0.483	35.3	63686
1188	KEM00063694	NANUYKI	0.033	37.033	63694
1189	KEM00063695	MERU	0.083	37.65	63695
1190	KEM00063708	KISUMU	-0.1	34.75	63708
1191	KEM00063710	KERICHO	-0.367	35.267	63710
1192	KEM00063714	NAKURU	-0.267	36.1	63714
1193	KEM00063717	NYERI	-0.433	36.967	63717
1194	KEM00063720	EMBU	-0.5	37.45	63720
1195	KEM00063723	GARISSA	-0.467	39.633	63723
1196	KEM00063737	NAROK	-1.133	35.833	63737
1197	KEM00063741	DAGORETTI CORNER	-1.3036	36.7597	63741
1198	KEM00063766	MAKINDU	-2.283	37.833	63766
1199	KEM00063793	VOI	-3.4	38.567	63793
1200	KEM00063799	MALINDI	-3.217	40.1	63799
1201	KEM00063820	MOMBASA	-4.033	39.617	63820
1202	KGM00036974	NARYN	41.433	76.0	36974
1203	KGM00038353	BISHKEK	42.833	74.583	38353
1204	KGM00038613	DZHALAL-ABAD	40.917	72.95	38613
1205	KNM00047041	HAMHEUNG	39.9333	127.55	47041
1206	KNM00047058	PYONGYANG	39.0333	125.7833	47058
1207	KRM00091487	FANNING ISLAND	3.85	-159.367	91487
1208	KRM00091492	CHRISTMAS ISLAND	2.0	-157.4	91492
1209	KRM00091610	TARAWA	1.35	172.9167	91610
1210	KRM00091701	KANTON ISLAND	-2.767	-171.717	91701
1211	KSI0000RKSC	SV RI SAN	37.35	126.917	0RKSC
1212	KSM00047090	SOKCHO	38.2508	128.5647	47090
1213	KSM00047101	CHUNCHEON	37.9025	127.7358	47101
1214	KSM00047102	BAENGNYEONGDO	37.966	124.63	47102
1215	KSM00047107	GANGNEUNG AB	37.75	128.95	47107
1216	KSM00047110	GIMPO INTL AIRPORT	37.567	126.783	47110
1217	KSM00047111	SEOUL AB	37.433	127.117	47111
1218	KSM00047118	WONJU AB	37.433	127.95	47118
1219	KSM00047122	OSAN AB	37.0833	127.0333	47122
1220	KSM00047123	SANGDONG	37.1	128.8667	47123
1221	KSM00047128	CHEONGJU INTL AIRPO	36.7	127.5	47128
1222	KSM00047129	SEOSAN	36.767	126.467	47129
1223	KSM00047131	CHEONGJU	36.633	127.433	47131
1224	KSM00047134	YECHEON AB	36.617	128.35	47134
1225	KSM00047138	POHANG	36.0319	129.38	47138
1226	KSM00047139	POHANG AB	35.983	129.417	47139
1227	KSM00047142	DAEGU AB	35.9	128.65	47142
1228	KSM00047153	GIMHAE INTL AIRPORT	35.169	128.934	47153
1229	KSM00047158	GWANGJU AB	35.1167	126.8	47158
1230	KSM00047161	SACHEON AB	35.083	128.083	47161
1231	KSM00047169	HEUKSANDO	34.6872	125.4511	47169
1232	KSM00047185	GOSAN	33.2939	126.1628	47185
1233	KSM00047187	MOESULPO AB	33.233	126.25	47187
1234	KTM00096995	CHRISTMAS ISL (PVT)	-10.45	105.7	96995
1235	KUM00040582	KUWAIT INTERNATIONAL AIRPORT	29.2425	47.9714	40582
1236	KZM00028951	KOSTANAI	53.2333	63.6167	28951
1237	KZM00035108	URALSK	51.25	51.4	35108
1238	KZM00035188	CELINOGRAD	51.1333	71.3667	35188
1239	KZM00035229	AKTOBE	50.2833	57.15	35229
1240	KZM00035361	AMANGELDY	50.133	65.233	35361
1241	KZM00035394	KARAGANDA	49.8	73.15	35394
1242	KZM00035671	ZHEZKAZGAN	47.8	67.7167	35671
1243	KZM00035700	ATYRAU	47.1167	51.9167	35700
1244	KZM00035746	ARALSKOE MORE	46.783	61.65	35746
1245	KZM00035796	BALHASH	46.8	75.083	35796
1246	KZM00036003	PAVLODAR	52.3	76.9333	36003
1247	KZM00036177	SEMIPALATINSK	50.417	80.3	36177
1248	KZM00036859	ZHARKENT	44.167	80.067	36859
1249	KZM00036872	ALMATY	43.3633	77.0042	36872
1250	KZM00038001	FORT SHEVCHENKO	44.55	50.25	38001
1251	KZM00038064	KYZYLORDA	44.7667	65.5167	38064
1252	KZM00038341	TARAZ	42.85	71.3	38341
1253	LAM00048930	LUANG-PRABANG	19.883	102.133	48930
1254	LAM00048940	VIENTIANE	17.95	102.567	48940
1255	LAM00048947	SAVANNAKHET	16.55	104.65	48947
1256	LAM00048955	PAKSE	15.117	105.783	48955
1257	LEM00040100	RAFIC HARIRI INTL	33.817	35.483	40100
1258	LGM00026406	LIEPAJA	56.483	21.017	26406
1259	LGM00026422	RIGA	56.917	23.967	26422
1260	LGM00026435	SKRIVERI	56.6425	25.1283	26435
1261	LHM00026629	KAUNAS	54.8839	23.8358	26629
1262	LIM00065660	ROBERTS FIELD	6.25	-10.35	65660
1263	LOM00011934	POPRAD/TATRY	49.067	20.25	11934
1264	LOM00011952	POPRAD-GANOVCE	49.0333	20.3167	11952
1265	LQM00091385	PALMYRA ISLAND	5.8833	-162.05	91385
1266	LYM00062002	NALUT	31.867	10.983	62002
1267	LYM00062007	ZUARA	32.883	12.083	62007
1268	LYM00062010	TRIPOLI INTL ARPT	32.6833	13.1667	62010
1269	LYM00062011	WHEELUS	32.9	13.2833	62011
1270	LYM00062016	MISURATA	32.417	15.05	62016
1271	LYM00062019	SIRTE	31.2	16.583	62019
1272	LYM00062053	BENINA	32.1	20.2667	62053
1273	LYM00062055	AGEDABIA	30.717	20.167	62055
1274	LYM00062056	SHAHAT	32.8	21.883	62056
1275	LYM00062059	DERNA	32.783	22.583	62059
1276	LYM00062062	TOBRUK	32.1	23.933	62062
1277	LYM00062103	GHADAMES	30.133	9.5	62103
1278	LYM00062120	GARIAT EL-SHARGHIA	30.383	13.583	62120
1279	LYM00062124	SEBHA	27.0167	14.45	62124
1280	LYM00062131	HON	29.117	15.933	62131
1281	LYM00062161	JALO	29.033	21.567	62161
1282	LYM00062176	GIARABUB	29.75	24.533	62176
1283	LYM00062259	TAZERBO	25.8	21.133	62259
1284	LYM00062271	KUFRA	24.217	23.3	62271
1285	MAM00067009	ANTSIRANANA	-12.35	49.3	67009
1286	MAM00067012	FASCENE (NOSSI-BE)	-13.317	48.317	67012
1287	MAM00067017	VOHEMAR	-13.367	50.0	67017
1288	MAM00067019	ANALALAVA	-14.633	47.767	67019
1289	MAM00067023	SAMBAVA	-14.283	50.167	67023
1290	MAM00067025	ANTALAHA	-15.0	50.333	67025
1291	MAM00067027	MAHAJANGA	-15.6667	46.35	67027
1292	MAM00067072	SAINTE-MARIE AERODR	-17.083	49.817	67072
1293	MAM00067083	ANTANANARIVO/IVATO	-18.8	47.4833	67083
1294	MAM00067085	TANANARIVE/SCM	-18.9	47.5333	67085
1295	MAM00067095	TOAMASINA	-18.1167	49.4	67095
1296	MAM00067113	MAHANORO	-19.833	48.8	67113
1297	MAM00067117	MORONDAVA	-20.283	44.317	67117
1298	MAM00067131	MOROMBE	-21.75	43.367	67131
1299	MAM00067137	FIANARANTSOA	-21.45	47.1	67137
1300	MAM00067143	MANANJARY	-21.2	48.367	67143
1301	MAM00067152	RANOHIRA	-22.55	45.4	67152
1302	MAM00067157	FARAFANGANA	-22.8	47.833	67157
1303	MAM00067161	TOLIARA	-23.383	43.733	67161
1304	MAM00067194	FAUX-CAP	-25.55	45.533	67194
1305	MAM00067197	TAOLAGNARO	-25.0333	46.95	67197
1306	MBM00078925	LAMENTIN AERO	14.6	-61.0	78925
1307	MDM00033815	KISINEV	47.017	28.867	33815
1308	MFM00067005	DZAOUDZI/PAMANZI	-12.8	45.2833	67005
1309	MGM00044212	ULAANGOM	49.8	92.0833	44212
1310	MGM00044218	HOVD	48.017	91.567	44218
1311	MGM00044231	MUREN	49.6333	100.1667	44231
1312	MGM00044239	BULGAN	48.8	103.55	44239
1313	MGM00044241	BARUUNHARAA	48.917	106.067	44241
1314	MGM00044259	CHOIBALSAN	48.0833	114.55	44259
1315	MGM00044272	ULIASTAI	47.75	96.85	44272
1316	MGM00044277	ALTAI	46.4	96.25	44277
1317	MGM00044282	TSETSERLEG	47.45	101.467	44282
1318	MGM00044288	ARVAIHEER	46.2667	102.7833	44288
1319	MGM00044292	ULAANBAATAR	47.9167	106.8667	44292
1320	MGM00044341	MANDALGOBI	45.767	106.283	44341
1321	MGM00044354	SAINSHAND	44.9	110.117	44354
1322	MGM00044373	DALANZADGAD	43.5833	104.4167	44373
1323	MGM00044385	HANBOGD	43.2	107.167	44385
1324	MIM00067423	KARONGA	-9.95	33.883	67423
1325	MIM00067485	MZIMBA	-11.883	33.617	67485
1326	MIM00067489	MZUZU	-11.45	34.017	67489
1327	MIM00067586	LILONGWE INTL AIRPO	-13.783	33.767	67586
1328	MIM00067587	LILONGWE	-13.76	33.7	67587
1329	MIM00067597	SALIMA	-13.75	34.583	67597
1330	MIM00067693	CHILEKA	-15.683	34.967	67693
1331	MKM00013586	SKOPJE- AIRPORT	41.95	21.633	13586
1332	MLM00061202	TESSALIT	20.2	0.9833	61202
1333	MLM00061214	KIDAL	18.433	1.35	61214
