	wmo	lat	lon	station	date_min	date_max
2368	71867	  53.97	-101.10	CYQD The Pas AP, Manitoba, Canada	1977-07-01 00:00:00	1999-10-19 00:00:00
2369	71869	  53.22	-105.68	Prince Albert AP, Saskatchewan, Canada	1978-07-18 00:00:00	1993-03-30 00:00:00
2370	71873	  51.32	-113.88	(made up station ID) Airdrie AP - A-GAME radiosondes, Alberta, Canada	2003-07-16 00:00:00	2004-07-16 00:00:00
2371	71874	  49.63	-112.80	Lethbridge, Alberta, Canada	1977-07-01 00:00:00	1994-10-17 00:00:00
2372	71876	  52.77	-108.25	North Battleford, Saskatchewan, Canada	1998-05-01 00:00:00	2002-09-15 00:00:00
2373	71877	  51.10	-114.02	Calgary AP, Alberta, Canada	1977-07-01 00:00:00	1995-03-31 00:00:00
2374	71892	  49.18	-123.17	Vancouver AP, British Columbia, Canada	1977-07-01 00:00:00	1996-03-18 00:00:00
2375	71893	  49.72	-124.90	Comox AP, British Columbia, Canada	2009-02-05 00:00:00	2010-02-28 00:00:00
2376	71896	  53.88	-122.68	Prince George AP, British Columbia, Canada	1977-07-01 00:00:00	1998-06-29 00:00:00
2377	71904	  61.08	 -69.55	Cape Hope's Advance, Quebec, Canada	1932-08-01 00:00:00	1932-08-01 00:00:00
2378	71906	  58.10	 -68.42	Kuujjuaq / Fort Chimo, Quebec, Canada (WBAN=15605)	1977-07-01 00:00:00	1994-09-13 00:00:00
2379	71907	  58.45	 -78.12	Inukjuak, Quebec, Canada	1977-07-01 00:00:00	1995-03-17 00:00:00
2380	71908	  53.9002	-122.7912	Prince George - Environment Canada, 2400 Ospika Boulevard South, V2N 3N5 Prince George, British Columbia, Canada	1998-08-14 00:00:00	1998-08-14 00:00:00
2381	71909	  63.75	 -68.55	CYFB Iqaluit / Frobisher Bay AP, Northwest Territories, Canada	1977-07-01 00:00:00	2000-04-05 00:00:00
2382	71913	  58.75	 -94.07	Churchill, Manitoba, Canada	1977-07-01 00:00:00	1994-02-05 00:00:00
2383	71915	  64.20	 -83.37	CYZS Coral Harbour / Salliq AP, Northwest Territories, Canada	1977-07-01 00:00:00	1999-05-30 00:00:00
2384	71916	  63.34	 -90.70	Chesterfield Inlet, Northwest Territories, Canada	1932-08-01 00:00:00	1932-08-01 00:00:00
2385	71917	  79.9889	 -85.9381	CYEU Eureka, Ellesmere Island, Northwest Territories, Canada	1977-07-01 00:00:00	2004-01-01 00:00:00
2386	71920	  57.35	-107.13	Cree Lake, Saskatchewan, Canada	1986-06-05 00:00:00	1993-08-31 00:00:00
2387	71923	  74.7291	 -94.9031	(assigned station ID) Resolute / Qausuittuq - Resolute Bay Observatory (Polar Cap Observatory) 51.5 MHz wind profiler, Nunavut, Canada	1996-08-01 00:00:00	1996-08-01 00:00:00
2388	71924	  74.72	 -94.95	CYRB Resolute / Qausuittuq AP, Northwest Territories, Canada	1977-07-01 00:00:00	1999-06-29 00:00:00
2389	71925	  69.10	-105.12	CYCB Cambridge Bay / Ikaluktutiak AP, Victoria Island, Northwest Territories, Canada	1977-07-01 00:00:00	1994-07-29 00:00:00
2390	71926	  64.30	 -96.00	CYBK Baker Lake / Kangerjuaq, Northwest Territories, Canada	1977-07-01 00:00:00	1995-06-27 00:00:00
2391	71928	  52.38	-114.92	Rocky Mountain House, Alberta, Canada	1977-07-01 00:00:00	1980-08-29 00:00:00
2392	71932	  56.65	-111.22	Fort McMurray AP, Alberta, Canada	1977-07-01 00:00:00	1995-04-27 00:00:00
2393	71934	  60.02	-111.97	Fort Smith - Environment Canada, McDougal Rd, Fort Smith, Northwest Territories X0E 0P0, Canada	1977-07-01 00:00:00	1998-11-11 00:00:00
2394	71938	  67.83	-115.12	Coppermine, Northwest Territories, Canada	1932-08-01 00:00:00	1933-08-01 00:00:00
2395	71945	  58.8412	-122.5736	Fort Nelson, British Columbia, Canada	1977-07-01 00:00:00	1994-05-27 00:00:00
2396	71957	  68.32	-133.53	Inuvik AP, Northwest Territories, Canada	1977-07-01 00:00:00	1997-10-01 00:00:00
2397	71964	  60.72	-135.07	Whitehorse AP, Yukon Territory, Canada	1977-07-01 00:00:00	2009-02-07 00:00:00
2398	72135	  28.1479	 -91.9078	(made up station ID) South Marsh Island 160A Oil Platform, offshore Louisiana - radar wind profiler	1998-06-03 00:00:00	1998-06-03 00:00:00
2399	72140	  29.4694	 -92.5496	(made up station ID) Vermillion 22D Oil Platform, offshore Louisiana - radar wind profiler	1998-06-03 00:00:00	1998-06-03 00:00:00
2400	72201	  24.55	 -81.80	Key West - USWB Office, Front and Eaton St, Key West, FL	1918-10-01 00:00:00	2006-03-29 00:00:00
2401	72202	  25.78	 -80.20	Miami - USWB Office, First Federal Building, NE 1st Ave and 1st St, Miami, FL (operated by US Navy)	1918-10-01 00:00:00	2007-05-07 00:00:00
2402	72203	  26.68	 -80.10	KPBI West Palm Beach AP - NWS Office, West Palm Beach International AP, 4245 Southern Boulevard, West Palm Beach, FL  33406 (WBAN=12844)	1977-03-03 00:00:00	1995-07-19 00:00:00
2403	72204	  27.65	 -80.42	Vero Beach, FL	1959-07-01 00:00:00	1964-06-01 00:00:00
2404	72205	  29.30	 -81.00	(assigned station ID) Daytona (Operated by US Army), FL	1918-01-01 00:00:00	1919-01-01 00:00:00
2405	72206	  30.327	 -81.660	Jacksonville - USWB Office, Heard National Bank Building, Forsyth and Laura Street, SW corner, Jacksonville, FL	1926-10-01 00:00:00	2007-01-15 00:00:00
2406	72208	  32.33	 -80.66	(assigned station ID) Beaufort - Parris Island (Operated by US Navy), SC	1918-01-01 00:00:00	2008-06-23 00:00:00
2407	72209	  31.90	 -81.55	KLHW Fort Stewart - Wright Army Air Field, GA - GALE radiosondes	1986-01-15 00:00:00	1986-03-15 00:00:00
2408	72210	  27.97	 -82.53	KTPA Tampa International AP, FL (WBAN 12842)	1975-06-27 00:00:00	2007-03-26 00:00:00
2409	72211	  27.95	 -82.45	KTPA Tampa - Main Post Office, 611 Florida Ave., Tampa, FL	1931-01-01 00:00:00	1975-06-26 00:00:00
2410	72213	  31.25	 -82.40	KAYS Waycross - Ware County AP, GA (WBAN=13861)	1969-04-16 00:00:00	1995-01-24 00:00:00
2411	72214	  30.40	 -84.35	KTLH Tallahassee AP - NWS Office, Tallahassee Regional AP, 3238 Capitol Circle SW, Tallahassee, FL  32310 (WBAN=93805)	1973-10-26 00:00:00	2006-03-13 00:00:00
2412	72215	  33.3561	 -84.5672	KFFC Atlanta (Peachtree City - NWS Forecast Office, Falcon AP, 4 Falcon Drive, Peachtree City, GA 30269-1929)	1994-09-01 00:00:00	2008-04-21 00:00:00
2413	72216	  31.78	 -84.23	(assigned station ID) Leesburg kite station, GA	1918-10-09 00:00:00	1960-05-17 00:00:00
2414	72217	  32.63	 -83.63	KWRB Warner Robins Air Force Base (operated by US Air Force), GA (WBAN=13860)	1948-11-15 00:00:00	1954-04-30 00:00:00
2415	72219	  33.75	 -84.38	Atlanta USWB Office, GA (WBAN=13874)	1926-10-01 00:00:00	1955-09-03 00:00:00
2416	72220	  29.727	 -84.983	[PPL] USWB Office, Post Office Building, Avenue D and Commerce St., Apalachicola, FL (WBAN=12832)	1942-10-24 00:00:00	1991-06-11 00:00:00
2417	72221	  30.48	 -86.53	KVPS Valparaiso - Eglin AFB, FL	1973-07-19 00:00:00	1991-03-07 00:00:00
2418	72222	  30.35	 -87.27	KNPA Pensacola Naval Air Station (operated by US Navy), FL	1918-05-01 00:00:00	1968-06-01 00:00:00
2419	72224	  29.68	 -85.35	KCSB Cape San Blas, FL (WBAN=12879)**	1960-12-27 00:00:00	1986-05-15 00:00:00
2420	72225	  32.37	 -84.95	Fort Benning (operated by US Army), GA	1918-01-01 00:00:00	1990-08-09 00:00:00
2421	72226	  32.35	 -86.38	KMXF [XW] Montgomery - Maxwell Field (Operated by US Army), AL	1918-01-01 00:00:00	1974-11-11 00:00:00
2422	72228	  33.57	 -86.75	KBHM [BH] Birmingham AP, AL (WBAN=13876)	1938-11-19 00:00:00	1980-08-29 00:00:00
2423	72229	  32.893	 -87.249	KCKL Centreville NWS Meteorological Office, AL (WBAN=03881)	1974-11-16 00:00:00	1994-08-22 00:00:00
2424	72230	  33.1800	 -86.7828	Calera - NWS Forecast Office, Shelby County AP, 465 Weathervane Road, Calera, AL  35040-5427	1994-08-26 00:00:00	2007-03-12 00:00:00
2425	72231	  29.948	 -90.070	New Orleans - USWB Office, Post Office Building Room 317, 600 Camp St., New Orleans, LA	1926-10-01 00:00:00	1965-10-11 00:00:00
2426	72232	  28.96	 -89.37	Burrwood, LA (WBAN=12863)	1945-08-10 00:00:00	1988-06-21 00:00:00
2427	72233	  30.257	 -89.774	KLIX Slidell AP - NWS Forecast Office, 1120 Old Spanish Trail, Slidell, LA  70458-5020 (WBAN=53813, SG1992 says 12930 is wrong)	1988-06-22 00:00:00	2008-03-03 00:00:00
2428	72235	  32.329	 -90.216	[JA] Jackson - Hawkins Field, MS (WBAN=13927)	1931-06-01 00:00:00	2008-03-17 00:00:00
2429	72236	  32.3487	 -90.8817	Vicksburg - USWB Office, Post Office Building, SW corner of Walnut and Crawford, Vicksburg, MS	1927-12-31 00:00:00	1930-01-07 00:00:00
2430	72238	  33.47	 -90.98	Greenville, MS	1954-02-01 00:00:00	1954-04-01 00:00:00
2431	72239	  31.03	 -93.03	Fort Polk (operated by US Army), LA	1977-08-08 00:00:00	2007-07-12 00:00:00
2432	72240	  30.12	 -93.10	(assigned station ID) Lake Charles - Gerstner Field (Operated by US Army), LA	1918-10-01 00:00:00	2006-03-27 00:00:00
2433	72242	  29.27	 -94.86	[WFC] Galveston - Fort Crockett Army Air Field (Operated by US Army) , TX	1934-07-01 00:00:00	1963-06-15 00:00:00
2434	72243	  29.77	 -95.40	Houston - Park Place (Operated by US Army), TX	1918-12-01 00:00:00	1979-09-11 00:00:00
2435	72244	  30.61	 -96.33	(assigned station ID) Signal Corps School of Meteorology (operated by US Army), Agricultural and Mechanical College of Texas, College Station, TX	1918-06-01 00:00:00	1982-05-02 00:00:00
2436	72245	  31.50	 -96.47	(assigned station ID) Groesbeck kite station, TX	1918-09-25 00:00:00	1931-05-16 00:00:00
2437	72246	  31.37	 -92.39	(Assigned station ID) Pineville - Camp Beauregard (Operated by US Army), LA	1918-10-01 00:00:00	2002-08-19 00:00:00
2438	72247	  32.35	 -94.65	KGGG Longview AP - NWS Meteorological Observatory, Gregg County AP, Route 4 Box 535, Henderson, TX  75652 (WBAN=03901)	1975-07-13 00:00:00	1995-02-21 00:00:00
2439	72248	  32.50	 -93.67	KBAD [BY] Shreveport - Barksdale Field (Operated by US Army Air Corps), LA (WBAN=13944)	1935-06-15 00:00:00	2006-04-10 00:00:00
2440	72249	  32.8351	 -97.2981	KFWD Fort Worth - NWS Forecast Office, 3401 Northern Cross Blvd., Fort Worth, TX  76137-3610	1994-07-13 00:00:00	2007-12-10 00:00:00
2441	72250	  25.90	 -97.43	KBRO [JI] Brownsville - Brownsville-Pan American AP, TX (WBAN=12919)	1929-08-05 00:00:00	1997-06-01 00:00:00
2442	72251	  27.68	 -97.28	KCRP Corpus Christi Naval Air Station (operated by US Navy), TX	1962-04-23 00:00:00	2005-10-03 00:00:00
2443	72252	  27.53	 -99.48	Laredo AP, TX (WBAN=12920)	1957-01-01 00:00:00	1963-06-15 00:00:00
2444	72253	  29.4268	 -98.4895	San Antonio - USWB Office, State Bank and Trust Building, 313 E. Houston St., TX (WBAN=12938 applies to all downtown USWB locations)	1927-12-31 00:00:00	1966-06-30 00:00:00
2445	72255	  28.85	 -96.92	KVCT Victoria AP, TX (WBAN=12912)	1966-07-01 00:00:00	1989-11-07 00:00:00
2446	72256	  31.63	 -97.07	KCNW Waco Army Air Field (operated by US Army), (WBAN=13928) TX	1945-01-01 00:00:00	1973-10-30 00:00:00
2447	72257	  31.10	 -97.33	Killeen - Fort Hood (operated by US Army), TX	1977-11-10 00:00:00	1989-02-27 00:00:00
2448	72258	  32.85	 -96.80	KDAL [DL] Dallas - Love Field (Operated by US Army), TX	1918-10-01 00:00:00	1934-07-01 00:00:00
2449	72259	  32.75	 -97.33	Fort Worth - USWB Office, Federal Building, Jennings Avenue between 11th and Texas St, TX	1927-12-31 00:00:00	1973-10-29 00:00:00
2450	72260	  32.2164	 -98.1835	KSEP Stephenville - NWS Meteorological Observatory, 1000 Airport Road, Clark AP, TX	1973-11-05 00:00:00	1994-07-11 00:00:00
2451	72261	  29.33	-100.90	Del Rio - USWB Office, Post Office Building, Main and Broadway, Del Rio, TX	1931-01-01 00:00:00	2008-06-09 00:00:00
2452	72263	  31.40	-100.40	KGOF San Angelo - Goodfellow Air Force Base (operated by US Air Force), TX (WBAN=23017)	1953-03-01 00:00:00	1971-01-31 00:00:00
2453	72264	  30.37	-104.01	KMRF Marfa AP, TX	1959-02-01 00:00:00	2006-02-02 00:00:00
2454	72265	  32.23	-101.50	KBGS [BZ] Big Spring AP, TX (WBAN=23041)	1931-11-01 00:00:00	2006-04-24 00:00:00
2455	72266	  32.43	 -99.68	[AP] Abilene Municipal AP, TX (WBAN=13962)	1935-07-01 00:00:00	1982-05-02 00:00:00
2456	72267	  33.58	-102.23	KREE Lubbock - Reese Air Force Base (operated by US Air Force), TX (WBAN=23021)	1950-03-01 00:00:00	1964-05-18 00:00:00
2457	72268	  33.396	-104.524	Roswell - USWB Office, Post Office Building, 313 N. Richardson, NM	1927-12-31 00:00:00	1982-01-01 00:00:00
2458	72269	  32.37	-106.47	White Sands Proving Ground (operated by US Air Force), NM (WBAN=23039)	1946-11-07 00:00:00	1993-09-16 00:00:00
2459	72270	  31.80	-106.40	KELP [EO] El Paso - USWB Airport Station, American Airlines Administration Building, Municipal AP, El Paso, TX (WBAN=23044)	1932-04-01 00:00:00	1995-09-09 00:00:00
2460	72273	  31.57	-110.33	Sierra Vista - Fort Huachuca (operated by US Army), AZ (WBAN=03124)	1955-01-04 00:00:00	1995-02-28 00:00:00
2461	72274	  32.17	-110.90	KDMA Tucson - Davis-Monthan Air Force Base, AZ (WBAN=23109)	1945-07-21 00:00:00	2007-06-05 00:00:00
2462	72278	  33.45	-112.08	Phoenix - USWB Office, Ellis Building, 137 N Second Ave., Phoenix, AZ	1930-02-01 00:00:00	1999-06-21 00:00:00
2463	72280	  32.67	-114.60	KYUM [PYU] Yuma - Fly Field, AZ (operated by US Army)	1933-01-01 00:00:00	2006-10-26 00:00:00
2464	72281	  32.97	-115.82	KNJK El Centro Naval Air Field, CA (WBAN=03146)	1962-02-28 00:00:00	1968-08-30 00:00:00
2465	72285	  34.23	-116.05	Twenty Nine Palms - Condor Field (operated by US Army Air Forces), CA (WBAN=23134)	1942-06-25 00:00:00	1943-04-02 00:00:00
2466	72286	  33.95	-117.45	Riverside AP, CA	1984-08-05 00:00:00	1984-08-18 00:00:00
2467	72287	  34.28	-116.16	KNXP Twenty Nine Palms Marine Corps Air Station (operated by US Marine Corps), CA	1989-01-01 00:00:00	1989-01-01 00:00:00
2468	72288	  34.20	-118.37	[BU] Burbank - United AP, CA	1931-09-21 00:00:00	1938-07-01 00:00:00
2469	72289	  34.23	-118.06	Mount Wilson Observatory, CA	1984-08-05 00:00:00	1984-08-18 00:00:00
2470	72290	  32.73	-117.17	[SQ] San Diego - Lindbergh Field, CA (operated by USWB) (WBAN=23188 assumed, but WBAN 1978 says 23188 starts 194003 and has no previous WBAN at that location)	1931-01-01 00:00:00	1989-09-13 00:00:00
2471	72291	  33.23	-119.45	KNSI San Nicolas Island Naval Air Field (operated by US Navy), CA (WBAN=93116)	1952-09-17 00:00:00	2006-02-23 00:00:00
2472	72292	  33.34	-118.33	Avalon, Santa Catalina Island, CA	1913-07-23 00:00:00	1976-10-14 00:00:00
2473	72293	  32.8454	-117.1236	KNKX San Diego - Miramar NAS (Operated by NWS contractor), CA	1989-09-15 00:00:00	2003-12-04 00:00:00
2474	72294	  34.07	-118.43	(made up station ID) Los Angeles - Westwood, CA (WBAN=23124)	1944-10-01 00:00:00	1945-09-01 00:00:00
2475	72295	  34.14	-118.03	(assigned station ID) Los Angeles (Arcadia - Ross Field, Army Balloon School), CA	1918-10-01 00:00:00	1979-12-24 00:00:00
2476	72296	  33.02	-118.59	KNUC San Clemente Island, CA	1976-09-22 00:00:00	1993-09-03 00:00:00
2477	72297	  33.82	-118.15	KLGB Long Beach AP (operated by US Air Force), CA (WBAN=23129)	1947-03-10 00:00:00	1984-08-18 00:00:00
2478	72302	  34.27	 -77.91	KILM Wilmington AP, NC - GALE CLASS radiosonde site	1986-01-15 00:00:00	1986-03-15 00:00:00
2479	72303	  35.20	 -79.02	Pope AFB (operated by US Air Force), NC	9999999	9999999
2480	72304	  35.2202	 -75.6902	KHAT Hatteras Village - USWB Office, 57190 Kohler Rd., Hatteras Village, Cape Hatteras, NC (WBAN=13745)	1943-11-22 00:00:00	1994-07-18 00:00:00
2481	72305	  34.7758	 -76.8778	KMHX Morehead City (Newport - NWS Forecast Office, 533 Roberts Rd, Newport, NC  28570-8617)	1994-07-23 00:00:00	2007-01-29 00:00:00
2482	72306	  35.87	 -78.78	Raleigh, NC	1937-11-01 00:00:00	1937-12-01 00:00:00
2483	72308	  36.95	 -76.30	(assigned station ID) Hampton Roads (operated by US Navy), VA	1918-12-01 00:00:00	1965-08-02 00:00:00
2484	72309	  34.70	 -77.00	"""KNJM"" Swansboro, NC"	1997-03-25 00:00:00	1997-07-30 00:00:00
2485	72310	  34.00	 -80.97	(assigned station ID) Columbia - Field Artillery Firing School, Camp Jackson (Operated by US Army), SC	1918-10-01 00:00:00	1919-01-01 00:00:00
2486	72311	  33.95	 -83.32	KAHN Athens AP, GA	1971-12-31 00:00:00	1994-08-29 00:00:00
2487	72312	  34.35	 -82.37	(assigned station ID) Due West kite station, SC	1920-10-12 00:00:00	1932-06-30 00:00:00
2488	72313	  34.97	 -81.95	[SU] Spartanburg AP, SC	1932-01-01 00:00:00	1963-08-01 00:00:00
2489	72315	  35.43	 -82.53	KAVL Asheville AP, NC - GALE radiosonde site	1986-01-15 00:00:00	1986-03-15 00:00:00
2490	72317	  36.08	 -79.95	Greensboro (Friendship - Lindley Field), NC	1928-05-01 00:00:00	2007-02-12 00:00:00
2491	72318	  37.2059	 -80.4144	KRNK Roanoke (Blacksburg AP - NWS Forecast Office, Virginia Tech Montgomery AP, 1750 Forecast Drive, Blacksburg VA  24060-6341)	1995-11-09 00:00:00	2007-02-26 00:00:00
2492	72321	  34.719	  86.638	(made up station ID) Huntsville - Kenneth E. Johnson Research Center, AL NOAA/CMDL ozonesondes	1999-04-20 00:00:00	2005-09-24 00:00:00
2493	72323	  34.65	 -86.77	KHSV Huntsville - Madison County AP GALE site, AL	1986-01-15 00:00:00	1986-03-15 00:00:00
2494	72324	  35.07	 -85.30	Chattanooga, TN	1918-10-01 00:00:00	1919-01-01 00:00:00
2495	72326	  35.82	 -83.98	(assigned station ID) Knoxville kite station, TN	1898-04-01 00:00:00	1956-06-01 00:00:00
2496	72327	  36.1656	 -86.7782	Nashville - USWB Office, Stahlman Building, 211 Union St. (3rd Ave. and Union St.), Nashville, TN	1927-12-31 00:00:00	2007-05-21 00:00:00
2497	72330	  36.77	 -90.33	Poplar Bluff, MO	1979-04-10 00:00:00	1979-04-26 00:00:00
2498	72331	  33.67	 -88.53	(made up station ID) Columbus - Payne Field (Operated by US Army), MS	1918-10-01 00:00:00	1919-01-01 00:00:00
2499	72334	  34.96	 -90.07	(assigned station ID) Memphis kite station, TN	1898-04-01 00:00:00	1963-06-15 00:00:00
2500	72339	  35.97	 -89.95	(made up station ID) KBYH Blytheville Air Force Base, AR (WBAN=13814)	1957-03-01 00:00:00	1964-07-01 00:00:00
2501	72340	  34.75	 -92.27	Little Rock - USWB Office, Union Life Building, 212 Center, AR	1929-12-28 00:00:00	2008-04-07 00:00:00
2502	72344	  35.31	 -94.32	(assigned station ID) Fort Smith kite station, AR	1898-04-01 00:00:00	1979-04-26 00:00:00
2503	72349	  36.88	 -93.90	KUMN Monett, MO	1972-06-20 00:00:00	1995-05-17 00:00:00
2504	72350	  34.30	 -97.02	KADM Ardmore - Gene Autry Air Force Base (operated by US Air Force), OK	1961-03-15 00:00:00	1961-05-01 00:00:00
2505	72351	  33.98	 -98.50	KSPS Wichita Falls - Sheppard Air Force Base (operated by US Air Force), TX (WBAN=13931)	1950-03-16 00:00:00	1967-06-10 00:00:00
2506	72352	  34.68	 -99.27	KLTS Altus Air Force Base, OK - NSSP rawinsondes	1961-03-15 00:00:00	1986-05-30 00:00:00
2507	72353	  35.4889	 -97.5316	Oklahoma City - USWB Office, 1923 Classen Blvd, Oklahoma City, OK (WBAN=93954)	1926-01-01 00:00:00	1989-03-27 00:00:00
2508	72354	  35.43	 -97.38	KTIK Oklahoma City - Tinker AFB (possibly USWB / NWS operation), OK (WBAN=13919)	1949-09-15 00:00:00	1980-08-22 00:00:00
2509	72355	  34.65	 -98.39	KFSI Lawton - Fort Sill, Post AAF - School of Fire for Field Artillery (operated by US Army Air Forces), OK	1918-07-01 00:00:00	2003-01-06 00:00:00
2510	72356	  36.03	 -95.82	(assigned station ID) Broken Arrow kite station, OK	1918-08-16 00:00:00	1978-01-01 00:00:00
2511	72357	  35.2381	 -97.4619	KOUN Norman - Max Westheimer AP, OK - NSSL Doppler radar site radiosondes	1969-04-21 00:00:00	2006-11-13 00:00:00
2512	72360	  34.43	-100.30	KCDS Childress AP NSSL site (operated by US Air Force), TX	1966-04-22 00:00:00	1966-06-08 00:00:00
2513	72363	  35.206	-101.836	Amarillo - USWB Office, SE corner S Taylor St. and E 7th Ave., Amarillo, TX	1929-12-28 00:00:00	2006-05-08 00:00:00
2514	72364	  31.8728	-106.6972	KEPZ Santa Teresa - NWS Forecast Office, Dona Ana County AP, 7955 Airport Rd, Santa Teresa, NM   88008-9773	1995-09-11 00:00:00	2008-05-19 00:00:00
2515	72365	  35.085	-106.652	Albuquerque - USWB Office, Kimo Theater Building, 419 W. Central Ave., Albuquerque, NM	1931-04-01 00:00:00	2008-05-05 00:00:00
2516	72368	  36.76	-101.39	"""CLASL"" Guymon STORM-FEST site, OK"	1992-02-10 00:00:00	1992-03-12 00:00:00
2517	72370	  35.27	-113.95	[KI] Kingman - USWB Airport Station, Administration Building, Port Kingman AP, Kingman, AZ (WBAN=93167)	1934-10-15 00:00:00	1935-06-30 00:00:00
2518	72374	  35.02	-110.73	Winslow AP, AZ	1931-12-01 00:00:00	1995-08-22 00:00:00
2519	72376	  35.2306	-111.8202	KFGZ Flagstaff (Bellemont - NWS Forecast Office, Camp Navajo Arizona National Guard, 49 Hughes Blvd, Bellemont, AZ 86015-6057)	1995-08-25 00:00:00	2006-06-19 00:00:00
2520	72381	  34.90	-117.88	KEDW Muroc - Edwards AFB, Air Force Flight Test Center (operated by US Air Force), CA (WBAN=23114)	1950-03-08 00:00:00	2007-03-13 00:00:00
2521	72383	  34.83	-118.87	(assigned station ID) Lebec - Richfield Aerological Observatory, CA (WBAN=93170)	1929-07-01 00:00:00	1978-01-01 00:00:00
2522	72384	  35.42	-119.05	Bakersfield - Kern County Airport No. 1, CA	1929-10-01 00:00:00	1950-08-31 00:00:00
2523	72385	  36.95	-116.05	KUCC Yucca Flat Air Strip, NV (operated by USWB) (WBAN=03133)	1956-09-16 00:00:00	1978-05-15 00:00:00
2524	72386	  36.23	-115.03	(assigned station ID) [LQ] Las Vegas - USWB Office, Water Tower Building, Western Air Express Field, Las Vegas, NV	1935-08-15 00:00:00	1971-01-01 00:00:00
2525	72387	  36.93	-116.07	(assigned station ID) Mercury - Atomic Energy Commission (AEC) Test Site, NV (WBAN=03109)	1951-08-11 00:00:00	2010-11-26 00:00:00
2526	72388	  35.78	-117.78	Inyokern - China Lake B-1 Range (operated by US Navy), North China Lake, CA (WBAN=03120)	1947-07-09 00:00:00	2010-12-15 00:00:00
2527	72389	  36.82	-119.88	Fresno - USWB Airport Station, Maddux Field, Highway 99 and Barstow Ave., Fresno, CA	1929-07-01 00:00:00	1978-01-01 00:00:00
2528	72391	  34.12	-119.12	KNTD Point Mugu Naval Air Station (operated by US Navy), CA (WBAN=93111)	1947-11-02 00:00:00	2005-08-10 00:00:00
2529	72392	  34.72	-120.57	Cooke Air Force Base - Airfield (operated by US Air Force), CA (WBAN=93214)	1958-07-01 00:00:00	1965-10-12 00:00:00
2530	72393	  34.75	-120.57	Vandenberg Air Force Base - North base, Building 1764 (30WS/SY, 900 Corral Rd., Vandenberg AFB, CA  93437-5002) (operated by US Air Force) (WBAN=93214)	1965-10-12 00:00:00	2001-12-16 00:00:00
2531	72394	  34.90	-120.45	KSMX Santa Maria Army Air Base, CA (WBAN=23236)	1943-05-13 00:00:00	1959-06-30 00:00:00
2532	72396	  36.00	-121.23	KHGT Jolon, CA (WBAN=93218)	1965-06-01 00:00:00	1981-12-01 00:00:00
2533	72398	  34.43	-119.85	(made up station ID) KSBA Santa Barbara, CA	1960-01-01 00:00:00	1963-03-01 00:00:00
2534	72399	  36.89	-121.40	Hollister - Turner Field, CA	1929-07-01 00:00:00	1930-01-01 00:00:00
2535	72400	  37.8437	 -75.4790	(made up station ID) Wallops Flight Facility - Launch Pad Site ozonesondes (operated by NASA Goddard Space Flight Center), Wallops Island, VA	1967-01-01 00:00:00	2002-12-30 00:00:00
2536	72401	  37.50	 -77.33	Richmond - Byrd AP, VA (WBAN=13740)	1931-11-20 00:00:00	1978-01-01 00:00:00
2537	72402	  37.8437	 -75.4790	KWAL Wallops Flight Facility - Launch Pad Site (operated by NASA Goddard Space Flight Center), Wallops Island, VA	1973-04-01 00:00:00	2004-10-21 00:00:00
2538	72403	  38.98	 -77.47	KIAD Washington (Sterling - Dulles AP Sterling USWB/NWS Field Support Center, VA) (WBAN=93734)	1960-10-11 00:00:00	2008-09-22 00:00:00
2539	72404	  38.90	 -77.05	(made up station ID) Washington - USWB Headquarters, 2416 M Street NW, DC	1921-01-01 00:00:00	1971-10-15 00:00:00
2540	72405	  38.87	 -77.07	(assigned station ID) KDCA Washington (Arlington - Fort Myer kite station), VA	1898-04-01 00:00:00	1973-05-11 00:00:00
2541	72406	  39.101	 -76.729	(assigned station ID) Fort Meade 915 MHz wind profiler with RASS, MD	1998-08-01 00:00:00	2005-01-01 00:00:00
2542	72407	  39.356	 -74.429	Atlantic City - Hotel Claridge, NJ	1936-12-28 00:00:00	1994-08-29 00:00:00
2543	72408	  39.95	 -75.15	KPHL Philadelphia, PA	1934-07-03 00:00:00	1977-03-08 00:00:00
2544	72409	  40.08	 -74.30	KNEL Lakehurst Naval Air Station (operated by US Navy), NJ (WBAN=14780)	1918-01-01 00:00:00	1955-07-15 00:00:00
2545	72411	  37.32	 -79.97	Roanoke, VA	9999999	9999999
2546	72414	  38.37	 -81.60	KCRW Charleston, WV	1954-01-01 00:00:00	1975-06-02 00:00:00
2547	72421	  39.20	 -84.56	(assigned station ID) Cincinnati - College Hill area kite station, OH	1898-04-01 00:00:00	1947-03-15 00:00:00
2548	72423	  38.22	 -85.67	KLOU Louisville - Bowman AP, KY (WBAN=93821)	1943-11-24 00:00:00	1978-01-01 00:00:00
2549	72424	  37.83	 -86.00	West Point - Field Artillery Firing School, Camp Knox (operated by US Army), KY	1918-10-01 00:00:00	1989-06-29 00:00:00
2550	72426	  39.43	 -83.80	KILN Wilmington - Clinton County Air Force Base (operated by US Air Force), OH (WBAN=13841)	1946-10-01 00:00:00	2007-04-09 00:00:00
2551	72428	  39.987	 -82.8715	[CO] Columbus - USWB Office, Administration and Terminal Building, Port Columbus AP (WBAN=14821) , OH	1931-01-01 00:00:00	1978-01-01 00:00:00
2552	72429	  39.78	 -84.20	(assigned station ID) Dayton - McCook Field (operated by US Army), OH	1918-01-01 00:00:00	1995-09-25 00:00:00
