	station_id_igra	station_name	latitude	longitude	station_id	start_date	end_date	isRadio
713	EGXUAE04974	SIDI BARRANI	31.62	25.93	04974	1949	1956	True
714	EIM00003953	VALENTIA OBSERVATORY	51.9381	-10.2433	03953	1949	2021	True
715	ENM00026038	TALLINN-HARKU	59.3981	24.6028	26038	1947	2021	True
716	ERM00063021	ASMARA	15.283	38.917	63021	1977	1991	True
717	ESM00078650	ACAJUTLA	13.567	-89.833	78650	1974	1975	True
718	ESM00078663	SAN SALVADOR/ILOPAN	13.7	-89.117	78663	1973	1976	True
719	ETM00063450	ADDIS ABABA-BOLE	9.0333	38.75	63450	1958	2021	True
720	ETM00063478	GODE	5.9	43.583	63478	1977	1988	True
721	EUM00061972	ILE EUROPA	-22.333	40.333	61972	1973	2001	True
722	EZM00011518	PRAHA/RUZYNE	50.1	14.2833	11518	1949	1967	True
723	EZM00011520	PRAHA-LIBUS	50.0078	14.4469	11520	1969	2021	True
724	EZM00011722	BRNO REBESOVICE	49.08	16.62	11722	1996	2003	True
725	EZM00011747	PROSTEJOV	49.4525	17.1347	11747	2003	2021	True
726	FGM00081401	SAINT-LAURENT	5.5	-54.033	81401	1974	2001	True
727	FGM00081405	CAYENNE MATOURY	4.8222	-52.3653	81405	1953	2019	True
728	FGM00081408	SAINT GEORGES	3.883	-51.8	81408	1974	2000	True
729	FGM00081415	MARIPASOULA	3.633	-54.033	81415	1974	2004	True
730	FIM00002836	SODANKYLA ARCTIC RESEARCH CENT	67.3667	26.6289	02836	1920	2020	True
731	FIM00002935	JYVASKYLA AIRPORT	62.3975	25.6708	02935	1957	2016	True
732	FIM00002963	JOKIOINEN OBSERVATORY	60.8139	23.4975	02963	1957	2020	True
733	FIM00002974	HELSINKI/SEUTALA	60.3167	24.9667	02974	1949	1956	True
734	FIXUAC00035	HELSINKI	60.2	24.92	00035	1919	1942	True
735	FIXUAE05506	KAJAANI	64.22	27.73	05506	1920	1921	True
736	FIXUAE05507	KAUHAVA	63.12	23.08	05507	1934	1935	True
737	FIXUAE05513	LIEKSA	63.32	30.5	05513	1934	1935	True
738	FIXUAE05520	SUUR-MERIJOKI	60.57	28.63	05520	1934	1935	True
739	FIXUAE05525	UTO	59.78	21.37	05525	1934	1935	True
740	FIXUAE05526	UTTI	60.88	26.97	05526	1934	1935	True
741	FJM00091650	ROTUMA	-12.5	177.05	91650	1973	1980	True
742	FJM00091680	NADI AIRPORT	-17.75	177.45	91680	1949	2021	True
743	FKM00088889	MOUNT PLEASANT AIRPORT	-51.82	-58.4481	88889	1990	2021	True
744	FKM00088890	STANLEY	-51.7	-57.8667	88890	1948	1962	True
745	FMM00091317	WOLEAI ATOLL	7.383	143.917	91317	1979	1979	True
746	FMM00091334	TRUK/CAROLINE IS.	7.45	151.8333	91334	1951	2021	True
747	FMM00091348	PONAPE/CAROLINE IS.	6.95	158.2	91348	1950	2021	True
748	FMM00091356	KUSAIE/CAROLINES	5.3333	163.0167	91356	1951	1958	True
749	FMM00091413	YAP/CAROLINE IS.	9.4833	138.0667	91413	1949	2021	True
750	FMM00091434	KAPINGAMARANGI ATOL	1.083	154.767	91434	1958	1979	True
751	FOM00006011	TORSHAVN	62.0231	-6.7647	06011	1949	2021	True
752	FPM00091902	MALDEN ISLAND AF	-4.05	-154.9833	91902	1962	1962	True
753	FPM00091925	HIVA-OA	-9.8061	-139.0356	91925	1968	2021	True
754	FPM00091929	BORA-BORA	-16.45	-151.75	91929	1974	1999	True
755	FPM00091938	TAHITI-FAAA	-17.5553	-149.6145	91938	1957	2019	True
756	FPM00091941	RANGIROA	-14.95	-147.659	91941	1978	1988	True
757	FPM00091943	TAKAROA ATOLL	-14.4833	-145.0333	91943	1973	2009	True
758	FPM00091944	HAO	-18.067	-140.95	91944	1971	1997	True
759	FPM00091945	HEREHERETUE	-19.9061	-144.9494	91945	1973	2010	True
760	FPM00091946	TUREIA	-20.7667	-138.55	91946	1970	1971	True
761	FPM00091948	MANGAREVA	-23.1303	-134.9653	91948	1970	2021	True
762	FPM00091952	MURUROA	-21.817	-138.8	91952	1974	1997	True
763	FPM00091954	TUBUAI ISLAND	-23.35	-149.4833	91954	1973	2010	True
764	FPM00091958	RAPA	-27.6183	-144.3347	91958	1967	2021	True
765	FRM00007005	ABBEVILLE	50.133	1.833	07005	1974	1976	True
766	FRM00007070	REIMS	49.3	4.033	07070	1974	1976	True
767	FRM00007110	BREST-GUIPAVAS	48.4442	-4.4119	07110	1940	2021	True
768	FRM00007130	RENNES	48.067	-1.733	07130	1920	1996	True
769	FRM00007145	TRAPPES	48.7744	2.0097	07145	1949	2021	True
770	FRM00007180	NANCY/ESSEY	48.6833	6.2167	07180	1954	2010	True
771	FRM00007190	STRASBOURG	48.55	7.6333	07190	1920	1952	True
772	FRM00007222	NANTES	47.15	-1.6	07222	1973	1976	True
773	FRM00007255	BOURGES	47.067	2.367	07255	1973	2001	True
774	FRM00007265	AUXERRE	47.8	3.55	07265	1974	1976	True
775	FRM00007280	DIJON	47.267	5.083	07280	1974	1990	True
776	FRM00007354	CHATEAUROUX	46.85	1.7167	07354	1957	1964	True
777	FRM00007412	COGNAC	45.667	-0.317	07412	1974	1994	True
778	FRM00007434	LIMOGES	45.867	1.183	07434	1974	1976	True
779	FRM00007480	LYON-BRON	45.717	4.95	07480	1948	1975	True
780	FRM00007481	LYON-ST EXUPERY	45.7264	5.0778	07481	1975	2011	True
781	FRM00007510	BORDEAUX MERIGNAC	44.8306	-0.6914	07510	1920	2020	True
782	FRM00007577	MONTELIMAR	44.583	4.733	07577	1973	1976	True
783	FRM00007602	BIARRITZ	43.467	-1.533	07602	1973	1976	True
784	FRM00007603	DAX	43.683	-1.067	07603	1973	1977	True
785	FRM00007607	MONT-DE-MARSAN	43.917	-0.5	07607	1974	1976	True
786	FRM00007627	SAINT GIRONS	43.0	1.1	07627	1974	1976	True
787	FRM00007630	TOULOUSE BLAGNAC	43.633	1.367	07630	1973	1984	True
788	FRM00007645	NIMES-COURBESSAC	43.8569	4.4064	07645	1949	2021	True
789	FRM00007680	SAINT-RAPHAEL	43.417	6.75	07680	1982	1982	True
790	FRM00007690	NICE	43.65	7.2	07690	1973	1999	True
791	FRM00007761	AJACCIO	41.9181	8.7928	07761	1951	2020	True
792	FRXUAC03602	CHAUMONT	48.07	5.03	03602	1953	1959	True
793	FRXUAE05723	PARIS	48.85	2.33	05723	1920	1920	True
794	FSM00061996	MARTIN DE VIVIES	-37.7953	77.5692	61996	1951	2011	True
795	FSM00061998	PORT-AUX-FRANCAIS	-49.3522	70.2433	61998	1968	2018	True
796	GBM00064500	LIBREVILLE	0.45	9.4167	64500	1973	2021	True
797	GBM00064501	PORT-GENTIL	-0.7	8.75	64501	1950	2002	True
798	GBM00064510	BITAM	2.083	11.483	64510	1976	1986	True
799	GGM00037260	SUKHUMI (AGMS)	43.017	41.033	37260	1947	1992	True
800	GGM00037395	KUTAISI	42.267	42.633	37395	1973	1978	True
801	GGM00037409	SAKARA	42.133	43.033	37409	1975	1977	True
802	GGM00037484	BATUMI	41.633	41.6	37484	1968	1991	True
803	GGM00037549	TBILISI/NOVOALEXEYE	41.6833	44.95	37549	1946	2004	True
804	GHM00065418	TAMALE	9.5	-0.85	65418	1973	2008	True
805	GHM00065467	TAKORADI	4.883	-1.767	65467	1973	1979	True
806	GHM00065472	ACCRA/KOTOKA INTL	5.6	-0.1667	65472	1973	1998	True
807	GIM00008495	GIBRALTAR	36.15	-5.35	08495	1951	2015	True
808	GLM00004202	PITUFFIK	76.533	-68.75	04202	1946	2006	True
809	GLM00004220	AASIAAT (EGEDESMINDE)	68.7081	-52.8517	04220	1950	2021	True
810	GLM00004231	KANGERLUSSUAK	67.0	-50.8	04231	1946	1950	True
811	GLM00004270	MITTARFIK NARSARSUAQ	61.1667	-45.4167	04270	1946	2021	True
812	GLM00004310	NORD	81.6	-16.67	04310	1953	1972	True
813	GLM00004320	DANMARKSHAVN	76.7694	-18.6681	04320	1950	2021	True
814	GLM00004339	ITTOQQORTOORMIIT	70.4844	-21.9511	04339	1946	2021	True
815	GLM00004340	KAP TOBIN	70.42	-21.97	04340	1949	1980	True
816	GLM00004360	TASIILAQ (AMMASSALIK)	65.6111	-37.6367	04360	1949	2021	True
817	GLM00004417	GEOSUMMIT	72.5803	-38.4586	04417	2012	2021	True
818	GLXUA042705	MARRAK POINT	63.43	-51.18	42705	1947	1948	True
819	GLXUAC03499	IKATEQ	65.93	-36.68	03499	1946	1947	True
820	GLXUAC03509	THULE	77.23	-62.33	03509	1954	1954	True
821	GLXUAE05845	OSTSTATION	71.17	-24.4	05845	1930	1931	True
822	GMM00010034	EGGEBECK	54.6333	9.35	10034	1949	1954	True
823	GMM00010035	SCHLESWIG	54.5333	9.55	10035	1954	2021	True
824	GMM00010046	KEIL/HOLTENAU	54.383	10.15	10046	1969	1994	True
825	GMM00010113	NORDERNEY	53.7139	7.1525	10113	2011	2021	True
826	GMM00010122	JEVER	53.5333	7.8833	10122	1949	1952	True
827	GMM00010184	GREIFSWALD	54.0978	13.4075	10184	1950	2021	True
828	GMM00010200	EMDEN-FLUGPLATZ	53.3894	7.2269	10200	1952	2011	True
829	GMM00010238	BERGEN	52.8153	9.9247	10238	1969	2021	True
830	GMM00010304	MEPPEN	52.7156	7.3175	10304	1972	2021	True
831	GMM00010307	NORDHORN	52.267	7.433	10307	1971	1985	True
832	GMM00010338	HANNOVER	52.467	9.7	10338	1949	1997	True
833	GMM00010384	BERLIN/TEMPELHOF	52.483	13.417	10384	1941	1993	True
834	GMM00010393	LINDENBERG	52.2167	14.1167	10393	1905	2021	True
835	GMM00010404	KALKAR	51.733	6.267	10404	1971	1978	True
836	GMM00010410	ESSEN-BREDENEY	51.4056	6.9686	10410	1965	2021	True
837	GMM00010419	LUDENSCHEID	51.2333	7.6	10419	1949	1952	True
838	GMM00010437	FRITZLAR/KASSELER	51.13	9.28	10437	1977	2007	True
839	GMM00010454	WERNIGERODE	51.85	10.7667	10454	1950	1964	True
840	GMM00010468	OPPIN	51.55	12.0667	10468	2000	2006	True
841	GMM00010486	WAHNSDORF	51.11	13.67	10486	1950	2000	True
842	GMM00010513	KOLN/BONN	50.8667	7.1333	10513	1962	1965	True
843	GMM00010548	MEININGEN	50.5617	10.3772	10548	1969	2021	True
844	GMM00010610	BITBURG	49.95	6.57	10610	1954	1959	True
845	GMM00010618	IDAR-OBERSTEIN	49.6928	7.3264	10618	1971	2021	True
846	GMM00010619	BAUMHOLDER (USA-AF)	49.65	7.3	10619	1974	1989	True
847	GMM00010633	WIESBADEN	50.05	8.33	10633	1946	1957	True
848	GMM00010639	LANGEN	50.017	8.667	10639	1973	1975	True
849	GMM00010642	HANAU	50.167	8.95	10642	1969	1989	True
850	GMM00010659	KITZINGEN AAF	49.75	10.2	10659	1971	1985	True
851	GMM00010687	GRAFENWOEHR	49.7	11.95	10687	1970	1992	True
852	GMM00010739	STUTTGART/SCHNARRENBERG	48.8333	9.2	10739	1957	2021	True
853	GMM00010764	FEUCHT(USA-AF)	49.383	11.167	10764	1979	1990	True
854	GMM00010771	KUEMMERSBRUCK	49.4283	11.9022	10771	1969	2021	True
855	GMM00010828	SIGMARINGEN	48.1	9.25	10828	1995	2007	True
856	GMM00010866	MUNICH/RIEM	48.354	11.786	10866	1946	1976	True
857	GMM00010868	MUENCHEN-OBERSCHLEISSHEIM	48.2442	11.5525	10868	1976	2021	True
858	GMM00010921	NEUHAUSEN OB ECK	47.983	8.9	10921	1971	1994	True
859	GMM00010934	FRIEDRICHSHAFEN	47.65	9.4833	10934	1909	1954	True
860	GMM00010954	ALTENSTADT	47.8342	10.8667	10954	1977	2021	True
861	GMM00010962	HOHENPEISSENBERG	47.8019	11.0119	10962	1982	2021	True
862	GMXUAC00001	FREIBURG	48.02	7.83	00001	1940	1942	True
863	GMXUAC00002	TRIER	49.75	6.98	00002	1939	1940	True
864	GMXUAC00006	ERFURT	51.02	11.03	00006	1939	1942	True
865	GMXUAE05645	BORKUM	53.58	6.68	05645	1919	1920	True
866	GMXUAE05685	HAMBURG	53.62	9.98	05685	1910	1920	True
867	GMXUAE05751	TARP	54.67	9.4	05751	1919	1920	True
868	GOM00061968	ILES GLORIEUSES	-11.583	47.283	61968	1973	2000	True
869	GPM00078897	LE RAIZET AERO	16.2639	-61.5164	78897	1952	2019	True
870	GQM00091212	WEATHER FORECAST OFFICE	13.4767	144.7944	91212	1945	2021	True
871	GRM00016622	THESSALONIKI (AIRPORT)	40.5272	22.9714	16622	1955	2021	True
872	GRM00016716	ATHINAI HELLINIKON	37.8897	23.7417	16716	1949	2021	True
873	GRM00016754	HERAKLEION (AIRPORT)	35.3353	25.1819	16754	1964	2021	True
874	GTM00078637	PUERTO BARRIOS	15.717	-88.6	78637	1974	1978	True
875	GTM00078641	GUATEMALA CITY	14.5333	-90.5667	78641	1973	1990	True
876	GTM00078647	SAN JOSE	13.917	-90.817	78647	1974	1978	True
877	GVM00061831	CONAKRY	9.5667	-13.6167	61831	1940	2000	True
878	GVXUAAW1809	LABE	11.3167	-12.3	W1809	1953	1957	True
879	GVXUAAW1820	MAMOU	10.3667	-12.0833	W1820	1949	1953	True
880	GVXUAAW1829	KANKAN	10.3833	-9.3	W1829	1945	1957	True
881	HKM00045004	KOWLOON	22.3272	114.1686	45004	1949	2021	True
882	HMM00094997	HEARD IS.(THESPIT)	-53.1	73.7167	94997	1948	1954	True
883	HOM00078501	SWAN ISLAND	17.4	-83.9333	78501	1948	1980	True
884	HOM00078720	TEGUCIGALPA	14.05	-87.25	78720	1976	1997	True
885	HOM00078721	SOTO CANO AB	14.3667	-87.6167	78721	2008	2012	True
886	HOW00011816	CHOLUTECA	13.3	-87.1833	11816	1973	1975	True
887	HRM00013334	SPLIT/MARJAN	43.517	16.433	13334	1956	1989	True
888	HRM00014240	ZAGREB/MAKSIMIR	45.8219	16.0336	14240	1955	2021	True
889	HRM00014430	ZADAR RS	44.0969	15.3403	14430	1982	2021	True
890	HUM00012812	SZOMBATHELY	47.267	16.633	12812	1982	1982	True
891	HUM00012843	BUDAPEST/PESTSZENTLORINC	47.4333	19.1833	12843	1949	2021	True
892	HUM00012942	PECS/POGANY	46.0	18.233	12942	1973	1982	True
893	HUM00012982	SZEGED	46.25	20.1	12982	1965	2021	True
894	ICM00004018	KEFLAVIKURFLUGVOLLUR	63.9806	-22.595	04018	1946	2021	True
895	ICM00004089	EGILSSTADIR	65.2833	-14.4	04089	1996	2021	True
896	ICXUAE05424	AKUREYRI	65.7	-18.0	05424	1909	1928	True
897	ICXUAE05425	REYKJAVIK	64.13	-21.9	05425	1921	1939	True
898	IDM00096009	LHOKSEUMAWE/MALIKUSSALEH	5.1833	97.1333	96009	1983	2021	True
899	IDM00096011	BANDA ACEH/BLANG BINTANG	5.5167	95.4167	96011	1973	2021	True
900	IDM00096015	MEULABOH/CUT NYAK DHIEN	4.25	96.1167	96015	1995	2021	True
901	IDM00096035	KUALANAMU MEDAN	3.6403	98.8786	96035	1973	2021	True
902	IDM00096073	SIBOLGA/PINANGSORI	1.55	98.8833	96073	1973	2021	True
903	IDM00096075	GUNUNG SITOLI/BINAKA	1.2667	97.6	96075	1989	2021	True
904	IDM00096091	TANJUNG PINANG/KIJANG	0.9167	104.5333	96091	1975	2021	True
905	IDM00096109	PEKAN BARU/SIMPANGTIGA	0.4667	101.45	96109	1973	2021	True
906	IDM00096145	TAREMPA	3.2	106.25	96145	1980	2021	True
907	IDM00096147	RANAI	3.95	108.3833	96147	1978	2021	True
908	IDM00096163	MIA PADANG	-0.7883	100.2808	96163	1973	2021	True
909	IDM00096171	RENGAT/JAPURA	-0.3333	102.3167	96171	1975	2021	True
910	IDM00096179	SINGKEP/DABO	-0.4833	104.5833	96179	1978	2021	True
911	IDM00096195	JAMBI/SULTAN TAHA	-1.6333	103.65	96195	1973	2021	True
912	IDM00096207	KERINCI/DEPATI PARBO	-2.0939	101.4698	96207	2007	2021	True
913	IDM00096221	PALEMBANG/ST. M. BADARUDIN II	-2.9	104.7	96221	1973	2021	True
914	IDM00096237	PANGKAL PINANG	-2.1667	106.1333	96237	1973	2021	True
915	IDM00096249	TANJUNG PANDAN/BULUH TUMBANG	-2.75	107.75	96249	1975	2021	True
916	IDM00096253	BENGKULU/PADANG KEMILING	-3.8833	102.3333	96253	1973	2021	True
917	IDM00096273	MENGGALA/ASTRA KSET	-4.45	105.183	96273	1976	1979	True
918	IDM00096295	TANJUNG KARANG/RADIN INTEN II	-5.1	105.1833	96295	1976	2021	True
919	IDM00096509	TARAKAN/JUWATA	3.3333	117.5667	96509	1973	2021	True
920	IDM00096529	TANJUNG REDEP/KALIMARAU	2.1167	117.45	96529	1996	2021	True
921	IDM00096535	PALOH	1.7667	109.3	96535	1997	2021	True
922	IDM00096565	PUTUSSIBAU/PAGSUMA	0.8833	112.9333	96565	1998	2021	True
923	IDM00096581	PONTIANAK/SUPADIO	-0.15	109.4	96581	1974	2021	True
924	IDM00096595	MUARA TEWEH/BERINGIN	-0.95	114.9	96595	1994	2021	True
925	IDM00096607	SAMARINDA/TEMINDUNG	-0.4844	117.1569	96607	1993	2021	True
926	IDM00096633	BALIKPAPAN/SEPINGGAN	-1.2667	116.9	96633	1973	2021	True
927	IDM00096645	PANGKALAN BUN/ISKANDAR	-2.7	111.7	96645	1983	2021	True
928	IDM00096655	PALANGKA RAYA/TJILIK RIWUT	-2.225	113.9428	96655	1984	2021	True
929	IDM00096685	BANJARMASIN/SYAMSUDIN NOOR	-3.4333	114.75	96685	1973	2021	True
930	IDM00096737	SERANG	-6.1167	106.1333	96737	1984	2021	True
931	IDM00096739	CURUG/BUDIARTO	-6.2333	106.65	96739	1975	2021	True
932	IDM00096749	JAKARTA/SOEKARNO-HATTA	-6.1167	106.65	96749	1909	2021	True
933	IDM00096773	KALIJATI	-6.55	107.667	96773	1975	1993	True
934	IDM00096781	BANDUNG/HUSEIN	-6.9	107.583	96781	1961	1989	True
935	IDM00096791	CIREBON/JATIWANGI	-6.75	108.2667	96791	1984	2021	True
936	IDM00096797	TEGAL	-6.85	109.15	96797	1983	2021	True
937	IDM00096801	CIBEUREM/TASIK(AFB)	-7.333	108.25	96801	1976	1994	True
938	IDM00096805	CILACAP	-7.7333	109.0167	96805	1973	2021	True
939	IDM00096839	SEMARANG/AHMAD YANI	-6.9833	110.3833	96839	1973	2021	True
940	IDM00096845	SURAKARTA/ADISUMARM	-7.5167	110.75	96845	1973	1989	True
941	IDM00096853	ADISUCIPTO/JOGYAKAR	-7.783	110.433	96853	1973	1993	True
942	IDM00096881	MADIUN/ISWAHYUD AFB	-7.617	111.517	96881	1973	1993	True
943	IDM00096925	SANGKAPURA (BAWEAN IS.)	-5.85	112.6333	96925	1973	2021	True
944	IDM00096935	JUANDA SURABAYA	-7.3772	112.7939	96935	1957	2021	True
945	IDM00096947	MALANG/ABDUL (AFB)	-7.967	112.7	96947	1977	1993	True
946	IDM00096973	KALIANGET (MADURA IS)	-7.05	113.9667	96973	1983	2021	True
947	IDM00096987	BANYUWANGI	-8.2167	114.3833	96987	1986	2021	True
948	IDM00097008	NAHA/TAHUNA	3.5833	125.4667	97008	1990	2021	True
949	IDM00097014	MENADO/ SAM RATULANGI	1.5333	124.9167	97014	1973	2021	True
950	IDM00097028	TOLI-TOLI/LALOS	1.0167	120.8	97028	1985	2021	True
951	IDM00097048	GORONTALO/JALALUDDIN	0.5167	123.0667	97048	1976	2021	True
952	IDM00097072	PALU/MUTIARA	-0.6833	119.7333	97072	1975	2021	True
953	IDM00097086	LUWUK/BUBUNG	-1.0405	122.7709	97086	1991	2021	True
954	IDM00097096	POSO/KASIGUNCU	-1.3833	120.7333	97096	1984	2021	True
955	IDM00097120	MAJENE	-3.5	119.0	97120	1996	2021	True
956	IDM00097146	KENDARI/WOLTER MONG	-4.1	122.433	97146	1973	1992	True
957	IDM00097180	UJUNG PANDANG/HASANUDDIN	-5.0667	119.55	97180	1973	2021	True
958	IDM00097192	BAU-BAU/BETO AMBARI	-5.4667	122.6167	97192	1992	2021	True
959	IDM00097230	DENPASAR/NGURAH RAI	-8.75	115.1667	97230	1973	2021	True
960	IDM00097240	PRAYA LOMBOK	-8.55	116.0833	97240	1979	2021	True
961	IDM00097260	SUMBAWA BESAR/BRANGBIJI	-8.4333	117.4167	97260	1976	2021	True
962	IDM00097270	BIMA/M.SALAHUDDIN	-8.55	118.7	97270	1989	2021	True
963	IDM00097300	MAUMERE/WAI OTI	-8.6333	122.25	97300	1979	2021	True
964	IDM00097340	WAINGAPU/MAU HAU	-9.6667	120.3333	97340	1974	2021	True
965	IDM00097372	KUPANG/ELTARI	-10.1667	123.6667	97372	1973	2021	True
966	IDM00097430	TERNATE/BABULLAH	0.7667	127.3667	97430	1983	2021	True
967	IDM00097460	LABUHA/OESMAN SADIK	-0.6333	127.5	97460	1996	2021	True
968	IDM00097502	DEO SORONG	-0.8939	131.2858	97502	1987	2021	True
969	IDM00097530	MANOKWARI/RENDANI	-0.8833	134.05	97530	1992	2021	True
970	IDM00097560	BIAK/FRANS KAISIEPO	-1.1833	136.1167	97560	1973	2021	True
971	IDM00097600	SANANA	-2.0833	126.0	97600	1980	2021	True
972	IDM00097686	WAMENA	-4.0667	138.95	97686	1991	2021	True
973	IDM00097690	JAYAPURA/SENTANI	-2.5667	140.4833	97690	1973	2021	True
974	IDM00097724	AMBON/PATTIMURA	-3.7	128.0833	97724	1978	2021	True
975	IDM00097748	GESER	-3.8	130.8333	97748	1984	2021	True
976	IDM00097760	KAIMANA/UTAROM	-3.6667	133.75	97760	1993	2021	True
977	IDM00097810	TUAL/DUMATUBUN	-5.6833	132.75	97810	1979	2021	True
978	IDM00097876	TANAH MERAH	-6.1	140.3	97876	1995	2021	True
979	IDM00097900	SAUMLAKI/OLILIT	-7.9833	131.3	97900	1978	2021	True
980	IDM00097980	MERAUKE/MOPAH	-8.4667	140.3833	97980	1987	2021	True
981	INM00042027	SRINAGAR	34.0833	74.8333	42027	1962	2021	True
982	INM00042056	JAMMU	32.6667	74.8333	42056	2015	2021	True
983	INM00042071	AMRITSAR	31.6333	74.8667	42071	1957	2021	True
984	INM00042079	SUNDERNAGAR	31.5333	76.9	42079	2016	2021	True
985	INM00042101	PATIALA	30.3333	76.4667	42101	1975	2020	True
986	INM00042103	AMBALA	30.3833	76.7667	42103	1928	2021	True
987	INM00042111	DEHRADUN	30.3167	78.0333	42111	1973	2021	True
988	INM00042123	GANGANAGAR	29.9167	73.8833	42123	2015	2021	True
989	INM00042165	BIKANER	28.0	73.3	42165	1973	2021	True
990	INM00042170	CHURU	28.25	74.9167	42170	2015	2021	True
991	INM00042182	NEW DELHI/SAFDARJUNG	28.5833	77.2	42182	1930	2021	True
992	INM00042189	BAREILLY	28.3667	79.4	42189	1973	2021	True
993	INM00042260	AGRA	27.15	77.9667	42260	1926	2019	True
994	INM00042273	BAHRAICH	27.5667	81.6	42273	1973	2019	True
995	INM00042299	GANGTOK	27.3333	88.6167	42299	2016	2021	True
996	INM00042314	DIBRUGARH /MOHANBARI	27.4833	95.0167	42314	1945	2021	True
997	INM00042328	JAISALMER	26.9	70.9167	42328	2015	2021	True
998	INM00042339	JODHPUR	26.3	73.0167	42339	1935	2021	True
999	INM00042348	JAIPUR / SANGANER	26.8167	75.8	42348	1973	2021	True
1000	INM00042361	GWALIOR	26.2333	78.25	42361	1938	2021	True
1001	INM00042369	LUCKNOW/AMAUSI	26.75	80.8833	42369	1967	2021	True
1002	INM00042379	GORAKHPUR	26.75	83.3667	42379	1973	2021	True
1003	INM00042382	RAXAUL	26.983	84.85	42382	1973	1978	True
1004	INM00042397	SILIGURI	26.6667	88.3667	42397	1973	2015	True
1005	INM00042399	JALPAIGURI	26.5333	88.7167	42399	2015	2020	True
1006	INM00042410	GUWAHATI	26.1	91.5833	42410	1956	2021	True
1007	INM00042416	TEZPUR/BINDUKURI	26.717	92.8	42416	1973	1975	True
1008	INM00042435	BARMER	25.75	71.3833	42435	2015	2020	True
1009	INM00042452	KOTA AERODROME	25.15	75.85	42452	2015	2020	True
1010	INM00042475	ALLAHABAD/BAMHRAULI	25.45	81.733	42475	1930	2018	True
1011	INM00042492	PATNA	25.6	85.1667	42492	1928	2020	True
1012	INM00042498	BHAGALPUR	25.2333	86.95	42498	1973	2021	True
1013	INM00042516	SHILLONG S06 03Z	25.5667	91.8833	42516	1953	1954	True
1014	INM00042539	DEESA	24.2	72.2	42539	1973	2021	True
1015	INM00042542	UDAIPUR DABOK	24.6167	73.8833	42542	1976	2021	True
1016	INM00042543	UDAIPUR	24.583	73.7	42543	1973	1975	True
1017	INM00042591	GAYA	24.75	84.95	42591	1938	2021	True
1018	INM00042623	IMPHAL/TULIHAL	24.7667	93.9	42623	1973	2020	True
1019	INM00042634	BHUJ-RUDRAMATA	23.25	69.8	42634	1973	2021	True
1020	INM00042647	AHMADABAD	23.0667	72.6333	42647	1928	2021	True
1021	INM00042667	BHOPAL/BAIRAGHAR	23.2833	77.35	42667	1973	2021	True
1022	INM00042675	JABALPUR	23.2	79.95	42675	1928	2021	True
1023	INM00042701	M.O. RANCHI	23.3167	85.3167	42701	1929	2021	True
1024	INM00042706	BANKURA	23.3833	87.0833	42706	2015	2021	True
1025	INM00042724	AGARTALA	23.8833	91.25	42724	1973	2021	True
1026	INM00042734	JAMNAGAR	22.45	70.083	42734	1973	1975	True
1027	INM00042779	PENDRA ROAD	22.767	81.9	42779	1981	1993	True
1028	INM00042798	JAMSHEDPUR	22.8167	86.1833	42798	1941	2020	True
1029	INM00042809	KOLKATA/DUM DUM	22.65	88.45	42809	1938	2021	True
1030	INM00042840	SURAT	21.2	72.8333	42840	1973	2019	True
1031	INM00042867	NAGPUR SONEGAON	21.1	79.05	42867	1946	2021	True
1032	INM00042874	PBO RAIPUR	21.2333	81.65	42874	1973	2021	True
1033	INM00042886	JHARSIGUDA	21.9167	84.0833	42886	1973	2020	True
1034	INM00042895	BALASORE	21.5167	86.9333	42895	1979	2019	True
1035	INM00042909	VERAVAL	20.9	70.367	42909	1941	2008	True
1036	INM00042970	CUTTACK	20.48	85.87	42970	1945	1946	True
1037	INM00042971	BHUBANESHWAR	20.25	85.8333	42971	1971	2021	True
1038	INM00043003	BOMBAY / SANTACRUZ	19.1167	72.85	43003	1938	2021	True
1039	INM00043014	AURANGABAD CHIKALTHANA AERODRO	19.85	75.4	43014	1973	2021	True
1040	INM00043041	JAGDALPUR	19.0833	82.0333	43041	1973	2020	True
1041	INM00043049	GOPALPUR	19.2667	84.8833	43049	1973	2021	True
1042	INM00043063	PUNE	18.5333	73.85	43063	1926	2021	True
1043	INM00043110	RATNAGIRI	16.9833	73.3333	43110	1973	2021	True
1044	INM00043128	HYDERABAD AIRPORT	17.45	78.4667	43128	1929	2020	True
1045	INM00043150	VISHAKHAPATNAM/WALTAIR	17.6833	83.3	43150	1938	2021	True
1046	INM00043181	VIJAYAWADA/GANNAVA	16.533	80.8	43181	1973	1982	True
1047	INM00043185	MACHILIPATNAM/FRANCHPET	16.2	81.15	43185	1983	2021	True
1048	INM00043192	GOA/PANJIM	15.4833	73.8167	43192	1954	2021	True
1049	INM00043194	GOA/DABOLIM AIRPORT	15.383	73.817	43194	1956	1975	True
1050	INM00043201	GADAG	15.4167	75.6333	43201	1973	2020	True
1051	INM00043237	ANANTAPUR	14.6833	77.6167	43237	1973	2010	True
1052	INM00043279	CHENNAI/MINAMBAKKAM	13.0	80.1833	43279	1926	2021	True
1053	INM00043284	MANGALORE/BAJPE	12.917	74.883	43284	1973	1978	True
1054	INM00043285	MANGALORE/PANAMBUR	12.95	74.8333	43285	1973	2021	True
1055	INM00043295	BANGALORE	12.9667	77.5833	43295	1926	2021	True
