	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	elevation
5186	era5.conv._3:KGWB	MOBILE	0-20999-0-3:KGWB	 	5186	3:KGWB	 	 	 	 	 			 	197007	197007	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5187	era5.conv._3:KHHS	MOBILE	0-20999-0-3:KHHS	 	5187	3:KHHS	 	 	 	 	 			 	196406	196406	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5188	era5.conv._3:KHHW	MOBILE	0-20999-0-3:KHHW	 	5188	3:KHHW	 	 	 	 	 			 	196603	196603	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5189	era5.conv._3:KHTW	MOBILE	0-20999-0-3:KHTW	 	5189	3:KHTW	 	 	 	 	 			 	196607	196607	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5190	era5.conv._3:KHZB	MOBILE	0-20999-0-3:KHZB	 	5190	3:KHZB	 	 	 	 	 			 	196406	196406	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5191	era5.conv._3:KIB	MOBILE	0-20999-0-3:KIB	 	5191	3:KIB	 	 	 	 	 			 	196511	196511	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5192	era5.conv._3:KIBA	MOBILE	0-20999-0-3:KIBA	 	5192	3:KIBA	 	 	 	 	 			 	196308	197007	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5193	era5.conv._3:KIBS	MOBILE	0-20999-0-3:KIBS	 	5193	3:KIBS	 	 	 	 	 			 	196601	196601	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5194	era5.conv._3:KIFV	MOBILE	0-20999-0-3:KIFV	 	5194	3:KIFV	 	 	 	 	 			 	196608	196608	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5195	era5.conv._3:KIMW	MOBILE	0-20999-0-3:KIMW	 	5195	3:KIMW	 	 	 	 	 			 	196801	196801	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5196	era5.conv._3:KIOA	MOBILE	0-20999-0-3:KIOA	 	5196	3:KIOA	 	 	 	 	 			 	196511	196511	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5197	era5.conv._3:KIRA	MOBILE	0-20999-0-3:KIRA	 	5197	3:KIRA	 	 	 	 	 			 	196610	196610	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5198	era5.conv._3:KIUJ	MOBILE	0-20999-0-3:KIUJ	 	5198	3:KIUJ	 	 	 	 	 			 	196904	196904	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5199	era5.conv._3:KIVA	MOBILE	0-20999-0-3:KIVA	 	5199	3:KIVA	 	 	 	 	 			 	196609	196611	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5200	era5.conv._3:KIWP	MOBILE	0-20999-0-3:KIWP	 	5200	3:KIWP	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5201	era5.conv._3:KIYG	MOBILE	0-20999-0-3:KIYG	 	5201	3:KIYG	 	 	 	 	 			 	196401	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5202	era5.conv._3:KKDG	MOBILE	0-20999-0-3:KKDG	 	5202	3:KKDG	 	 	 	 	 			 	196411	196411	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5203	era5.conv._3:KKDZ	MOBILE	0-20999-0-3:KKDZ	 	5203	3:KKDZ	 	 	 	 	 			 	196404	196412	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5204	era5.conv._3:KKPW	MOBILE	0-20999-0-3:KKPW	 	5204	3:KKPW	 	 	 	 	 			 	196405	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5205	era5.conv._3:KKRC	MOBILE	0-20999-0-3:KKRC	 	5205	3:KKRC	 	 	 	 	 			 	196703	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5206	era5.conv._3:KMVS	MOBILE	0-20999-0-3:KMVS	 	5206	3:KMVS	 	 	 	 	 			 	196701	196701	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5207	era5.conv._3:KNAY	MOBILE	0-20999-0-3:KNAY	 	5207	3:KNAY	 	 	 	 	 			 	196905	196905	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5208	era5.conv._3:KNBA	MOBILE	0-20999-0-3:KNBA	 	5208	3:KNBA	 	 	 	 	 			 	196506	196506	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5209	era5.conv._3:KNBF	MOBILE	0-20999-0-3:KNBF	 	5209	3:KNBF	 	 	 	 	 			 	196608	196608	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5210	era5.conv._3:KOSN	MOBILE	0-20999-0-3:KOSN	 	5210	3:KOSN	 	 	 	 	 			 	197002	197204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5211	era5.conv._3:KPHI	MOBILE	0-20999-0-3:KPHI	 	5211	3:KPHI	 	 	 	 	 			 	196309	196309	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5212	era5.conv._3:KPSI	MOBILE	0-20999-0-3:KPSI	 	5212	3:KPSI	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5213	era5.conv._3:KQFJ	MOBILE	0-20999-0-3:KQFJ	 	5213	3:KQFJ	 	 	 	 	 			 	196403	196712	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5214	era5.conv._3:KQJ	MOBILE	0-20999-0-3:KQJ	 	5214	3:KQJ	 	 	 	 	 			 	196407	196407	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5215	era5.conv._3:KQOP	MOBILE	0-20999-0-3:KQOP	 	5215	3:KQOP	 	 	 	 	 			 	196612	196612	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5216	era5.conv._3:KQTT	MOBILE	0-20999-0-3:KQTT	 	5216	3:KQTT	 	 	 	 	 			 	196405	196405	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5217	era5.conv._3:KRE	MOBILE	0-20999-0-3:KRE	 	5217	3:KRE	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5218	era5.conv._3:KRET	MOBILE	0-20999-0-3:KRET	 	5218	3:KRET	 	 	 	 	 			 	196401	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5219	era5.conv._3:KRFB	MOBILE	0-20999-0-3:KRFB	 	5219	3:KRFB	 	 	 	 	 			 	196506	196506	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5220	era5.conv._3:KRHI	MOBILE	0-20999-0-3:KRHI	 	5220	3:KRHI	 	 	 	 	 			 	196503	196503	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5221	era5.conv._3:KRRB	MOBILE	0-20999-0-3:KRRB	 	5221	3:KRRB	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5222	era5.conv._3:KRRP	MOBILE	0-20999-0-3:KRRP	 	5222	3:KRRP	 	 	 	 	 			 	196501	196501	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5223	era5.conv._3:KRUB	MOBILE	0-20999-0-3:KRUB	 	5223	3:KRUB	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5224	era5.conv._3:KRXE	MOBILE	0-20999-0-3:KRXE	 	5224	3:KRXE	 	 	 	 	 			 	197008	197008	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5225	era5.conv._3:KSON	MOBILE	0-20999-0-3:KSON	 	5225	3:KSON	 	 	 	 	 			 	197008	197008	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5226	era5.conv._3:KTFM	MOBILE	0-20999-0-3:KTFM	 	5226	3:KTFM	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5227	era5.conv._3:KUBA	MOBILE	0-20999-0-3:KUBA	 	5227	3:KUBA	 	 	 	 	 			 	196511	196511	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5228	era5.conv._3:KXDW	MOBILE	0-20999-0-3:KXDW	 	5228	3:KXDW	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5229	era5.conv._3:KXFW	MOBILE	0-20999-0-3:KXFW	 	5229	3:KXFW	 	 	 	 	 			 	196512	196512	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5230	era5.conv._3:L0	MOBILE	0-20999-0-3:L0	 	5230	3:L0	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5231	era5.conv._3:L1	MOBILE	0-20999-0-3:L1	 	5231	3:L1	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5232	era5.conv._3:L2	MOBILE	0-20999-0-3:L2	 	5232	3:L2	 	 	 	 	 			 	196203	196204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5233	era5.conv._3:LAQU	MOBILE	0-20999-0-3:LAQU	 	5233	3:LAQU	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5234	era5.conv._3:LATG	MOBILE	0-20999-0-3:LATG	 	5234	3:LATG	 	 	 	 	 			 	196402	196402	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5235	era5.conv._3:LATI	MOBILE	0-20999-0-3:LATI	 	5235	3:LATI	 	 	 	 	 			 	196407	196407	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5236	era5.conv._3:LDAA	MOBILE	0-20999-0-3:LDAA	 	5236	3:LDAA	 	 	 	 	 			 	196504	196504	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5237	era5.conv._3:LHNK	MOBILE	0-20999-0-3:LHNK	 	5237	3:LHNK	 	 	 	 	 			 	196408	196408	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5238	era5.conv._3:LJDZ	MOBILE	0-20999-0-3:LJDZ	 	5238	3:LJDZ	 	 	 	 	 			 	196904	196904	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5239	era5.conv._3:LKIH	MOBILE	0-20999-0-3:LKIH	 	5239	3:LKIH	 	 	 	 	 			 	196807	196807	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5240	era5.conv._3:LKPR	MOBILE	0-20999-0-3:LKPR	 	5240	3:LKPR	 	 	 	 	 			 	196606	196606	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5241	era5.conv._3:LLLD	MOBILE	0-20999-0-3:LLLD	 	5241	3:LLLD	 	 	 	 	 			 	196710	196710	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5242	era5.conv._3:LMDG	MOBILE	0-20999-0-3:LMDG	 	5242	3:LMDG	 	 	 	 	 			 	196709	196709	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5243	era5.conv._3:LMXI	MOBILE	0-20999-0-3:LMXI	 	5243	3:LMXI	 	 	 	 	 			 	196805	196805	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5244	era5.conv._3:LNEU	MOBILE	0-20999-0-3:LNEU	 	5244	3:LNEU	 	 	 	 	 			 	197004	197605	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5245	era5.conv._3:LNXI	MOBILE	0-20999-0-3:LNXI	 	5245	3:LNXI	 	 	 	 	 			 	196807	196807	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5246	era5.conv._3:LONS	MOBILE	0-20999-0-3:LONS	 	5246	3:LONS	 	 	 	 	 			 	196702	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5247	era5.conv._3:LYK	MOBILE	0-20999-0-3:LYK	 	5247	3:LYK	 	 	 	 	 			 	196508	196508	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5248	era5.conv._3:M0	MOBILE	0-20999-0-3:M0	 	5248	3:M0	 	 	 	 	 			 	196206	196212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5249	era5.conv._3:MADE	MOBILE	0-20999-0-3:MADE	 	5249	3:MADE	 	 	 	 	 			 	197004	197004	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5250	era5.conv._3:MADX	MOBILE	0-20999-0-3:MADX	 	5250	3:MADX	 	 	 	 	 			 	196803	196803	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5251	era5.conv._3:MAGH	MOBILE	0-20999-0-3:MAGH	 	5251	3:MAGH	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5252	era5.conv._3:MAIL	MOBILE	0-20999-0-3:MAIL	 	5252	3:MAIL	 	 	 	 	 			 	196708	196708	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5253	era5.conv._3:MBAL	MOBILE	0-20999-0-3:MBAL	 	5253	3:MBAL	 	 	 	 	 			 	196909	196909	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5254	era5.conv._3:MBAQ	MOBILE	0-20999-0-3:MBAQ	 	5254	3:MBAQ	 	 	 	 	 			 	196909	196909	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5255	era5.conv._3:MBDE	MOBILE	0-20999-0-3:MBDE	 	5255	3:MBDE	 	 	 	 	 			 	197002	197002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5256	era5.conv._3:MBTM	MOBILE	0-20999-0-3:MBTM	 	5256	3:MBTM	 	 	 	 	 			 	196610	196610	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5257	era5.conv._3:MDBE	MOBILE	0-20999-0-3:MDBE	 	5257	3:MDBE	 	 	 	 	 			 	196607	197711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5258	era5.conv._3:MDZE	MOBILE	0-20999-0-3:MDZE	 	5258	3:MDZE	 	 	 	 	 			 	196803	196812	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5259	era5.conv._3:MEDD	MOBILE	0-20999-0-3:MEDD	 	5259	3:MEDD	 	 	 	 	 			 	196511	197705	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5260	era5.conv._3:MEDE	MOBILE	0-20999-0-3:MEDE	 	5260	3:MEDE	 	 	 	 	 			 	196612	197604	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5261	era5.conv._3:MGGD	MOBILE	0-20999-0-3:MGGD	 	5261	3:MGGD	 	 	 	 	 			 	196403	196403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5262	era5.conv._3:MHXN	MOBILE	0-20999-0-3:MHXN	 	5262	3:MHXN	 	 	 	 	 			 	196410	196410	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5263	era5.conv._3:MHYK	MOBILE	0-20999-0-3:MHYK	 	5263	3:MHYK	 	 	 	 	 			 	196609	196702	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5264	era5.conv._3:MIA	MOBILE	0-20999-0-3:MIA	 	5264	3:MIA	 	 	 	 	 			 	196908	196908	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5265	era5.conv._3:MODA	MOBILE	0-20999-0-3:MODA	 	5265	3:MODA	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5266	era5.conv._3:MPAS	MOBILE	0-20999-0-3:MPAS	 	5266	3:MPAS	 	 	 	 	 			 	197206	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5267	era5.conv._3:MPBX	MOBILE	0-20999-0-3:MPBX	 	5267	3:MPBX	 	 	 	 	 			 	196405	196405	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5268	era5.conv._3:MPLJ	MOBILE	0-20999-0-3:MPLJ	 	5268	3:MPLJ	 	 	 	 	 			 	196606	196807	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5269	era5.conv._3:MPRB	MOBILE	0-20999-0-3:MPRB	 	5269	3:MPRB	 	 	 	 	 			 	196802	196802	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5270	era5.conv._3:MRDT	MOBILE	0-20999-0-3:MRDT	 	5270	3:MRDT	 	 	 	 	 			 	196609	196609	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5271	era5.conv._3:MRG	MOBILE	0-20999-0-3:MRG	 	5271	3:MRG	 	 	 	 	 			 	196409	196409	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5272	era5.conv._3:MRKO	MOBILE	0-20999-0-3:MRKO	 	5272	3:MRKO	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5273	era5.conv._3:MRUJ	MOBILE	0-20999-0-3:MRUJ	 	5273	3:MRUJ	 	 	 	 	 			 	196310	196310	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5274	era5.conv._3:MSJZ	MOBILE	0-20999-0-3:MSJZ	 	5274	3:MSJZ	 	 	 	 	 			 	196707	196707	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5275	era5.conv._3:MTSS	MOBILE	0-20999-0-3:MTSS	 	5275	3:MTSS	 	 	 	 	 			 	196809	196809	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5276	era5.conv._3:MTUG	MOBILE	0-20999-0-3:MTUG	 	5276	3:MTUG	 	 	 	 	 			 	197203	197203	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5277	era5.conv._3:MUAY	MOBILE	0-20999-0-3:MUAY	 	5277	3:MUAY	 	 	 	 	 			 	197112	197201	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5278	era5.conv._3:MUDN	MOBILE	0-20999-0-3:MUDN	 	5278	3:MUDN	 	 	 	 	 			 	197002	197002	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5279	era5.conv._3:MUGS	MOBILE	0-20999-0-3:MUGS	 	5279	3:MUGS	 	 	 	 	 			 	196704	196704	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5280	era5.conv._3:MVAN	MOBILE	0-20999-0-3:MVAN	 	5280	3:MVAN	 	 	 	 	 			 	197407	197409	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5281	era5.conv._3:MWMC	MOBILE	0-20999-0-3:MWMC	 	5281	3:MWMC	 	 	 	 	 			 	196409	196612	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5282	era5.conv._3:MWPR	MOBILE	0-20999-0-3:MWPR	 	5282	3:MWPR	 	 	 	 	 			 	196705	196705	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5283	era5.conv._3:MXDM	MOBILE	0-20999-0-3:MXDM	 	5283	3:MXDM	 	 	 	 	 			 	196511	196511	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5284	era5.conv._3:MXGN	MOBILE	0-20999-0-3:MXGN	 	5284	3:MXGN	 	 	 	 	 			 	196702	196702	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5285	era5.conv._3:MXKR	MOBILE	0-20999-0-3:MXKR	 	5285	3:MXKR	 	 	 	 	 			 	196711	196711	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5286	era5.conv._3:MYDN	MOBILE	0-20999-0-3:MYDN	 	5286	3:MYDN	 	 	 	 	 			 	196406	197604	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5287	era5.conv._3:MYJ	MOBILE	0-20999-0-3:MYJ	 	5287	3:MYJ	 	 	 	 	 			 	196505	196505	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5288	era5.conv._3:MYN	MOBILE	0-20999-0-3:MYN	 	5288	3:MYN	 	 	 	 	 			 	196406	196406	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5289	era5.conv._3:MYSS	MOBILE	0-20999-0-3:MYSS	 	5289	3:MYSS	 	 	 	 	 			 	196608	196608	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5290	era5.conv._3:N0	MOBILE	0-20999-0-3:N0	 	5290	3:N0	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5291	era5.conv._3:N01	MOBILE	0-20999-0-3:N01	 	5291	3:N01	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5292	era5.conv._3:N02	MOBILE	0-20999-0-3:N02	 	5292	3:N02	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5293	era5.conv._3:N1	MOBILE	0-20999-0-3:N1	 	5293	3:N1	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5294	era5.conv._3:N17	MOBILE	0-20999-0-3:N17	 	5294	3:N17	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5295	era5.conv._3:N18	MOBILE	0-20999-0-3:N18	 	5295	3:N18	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5296	era5.conv._3:N1C	MOBILE	0-20999-0-3:N1C	 	5296	3:N1C	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5297	era5.conv._3:N1G	MOBILE	0-20999-0-3:N1G	 	5297	3:N1G	 	 	 	 	 			 	196203	196204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5298	era5.conv._3:N1K	MOBILE	0-20999-0-3:N1K	 	5298	3:N1K	 	 	 	 	 			 	196203	196204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5299	era5.conv._3:N1N	MOBILE	0-20999-0-3:N1N	 	5299	3:N1N	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5300	era5.conv._3:N1R	MOBILE	0-20999-0-3:N1R	 	5300	3:N1R	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5301	era5.conv._3:N2	MOBILE	0-20999-0-3:N2	 	5301	3:N2	 	 	 	 	 			 	196203	196205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5302	era5.conv._3:NAAC	MOBILE	0-20999-0-3:NAAC	 	5302	3:NAAC	 	 	 	 	 			 	197009	197009	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5303	era5.conv._3:NAAO	MOBILE	0-20999-0-3:NAAO	 	5303	3:NAAO	 	 	 	 	 			 	196610	197403	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5304	era5.conv._3:NAQD	MOBILE	0-20999-0-3:NAQD	 	5304	3:NAQD	 	 	 	 	 			 	197208	197712	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5305	era5.conv._3:NATN	MOBILE	0-20999-0-3:NATN	 	5305	3:NATN	 	 	 	 	 			 	196401	196401	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5306	era5.conv._3:NAVL	MOBILE	0-20999-0-3:NAVL	 	5306	3:NAVL	 	 	 	 	 			 	196404	196404	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5307	era5.conv._3:NAXX	MOBILE	0-20999-0-3:NAXX	 	5307	3:NAXX	 	 	 	 	 			 	196610	196610	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5308	era5.conv._3:NBBP	MOBILE	0-20999-0-3:NBBP	 	5308	3:NBBP	 	 	 	 	 			 	196703	196703	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
5309	era5.conv._3:NBGC	MOBILE	0-20999-0-3:NBGC	 	5309	3:NBGC	 	 	 	 	 			 	196310	196310	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
